product_id,category,brand,base_price,weight_kg
1532,grocery,Zenith,36.13,2.854
1533,fashion,Karma,33.05,1.104
1534,home,Pulse,33.62,0.647
1535,home,Karma,44.02,0.153
1536,electronics,Atlas,74.16,0.601
1537,grocery,Acme,19.4,0.263
1538,grocery,Atlas,25.14,5.783
1539,grocery,Lumen,26.42,1.144
1540,sports,Nimbus,32.88,0.388
1541,books,Karma,6.51,0.913
1542,sports,Orchid,101.97,1.403
1543,grocery,Zenith,26.07,0.77
1544,grocery,Atlas,19.3,4.738
1545,electronics,Pulse,7.25,1.773
1546,electronics,Zenith,49.04,1.837
1547,beauty,Karma,21.37,0.437
1548,fashion,Zenith,18.94,1.793
1549,grocery,Karma,17.7,0.885
1550,electronics,Zenith,63.25,0.724
1551,beauty,Vento,16.42,3.051
1552,fashion,Nimbus,58.94,1.518
1553,grocery,Vento,27.69,1.044
1554,fashion,Vento,61.58,4.326
1555,home,Zenith,31.79,0.519
1556,sports,Pulse,7.07,1.728
1557,fashion,Vento,54.16,1.93
1558,fashion,Orchid,29.24,0.563
1559,books,Karma,19.6,2.343
1560,electronics,Lumen,13.39,1.586
1561,home,Nimbus,18.62,4.904
1562,electronics,Nimbus,49.91,2.127
1563,fashion,Nova,67.18,0.678
1564,pharmacy,Atlas,25.97,1.006
1565,electronics,Nova,37.73,5.063
1566,electronics,Lumen,33.41,0.589
1567,electronics,Karma,25.54,0.322
1568,fashion,Acme,15.26,2.056
1569,beauty,Zenith,35.14,1.494
1570,home,Acme,10.63,0.862
1571,electronics,Pulse,32.9,0.844
1572,grocery,Atlas,10.1,1.419
1573,home,Lumen,18.55,0.959
1574,grocery,Nova,26.26,2.536
1575,grocery,Vento,9.75,0.855
1576,fashion,Pulse,26.03,0.628
1577,grocery,Acme,40.85,2.578
1578,fashion,Nimbus,22.26,0.601
1579,electronics,Orchid,8.2,5.775
1580,electronics,Atlas,76.91,0.439
1581,beauty,Atlas,43.41,0.82
1582,grocery,Karma,15.28,2.465
1583,home,Orchid,57.81,0.135
1584,grocery,Atlas,37.02,0.39
1585,fashion,Lumen,45.77,1.636
1586,home,Nova,27.44,2.652
1587,books,Vento,23.8,2.415
1588,beauty,Nimbus,27.4,0.56
1589,pharmacy,Lumen,16.74,3.122
1590,beauty,Lumen,59.49,3.524
1591,home,Vento,9.21,0.339
1592,pharmacy,Acme,11.4,2.325
1593,beauty,Orchid,28.82,1.078
1594,fashion,Nova,7.31,1.015
1595,home,Zenith,50.79,0.932
1596,electronics,Karma,74.47,1.784
1597,electronics,Atlas,22.04,2.314
1598,pharmacy,Pulse,17.0,3.535
1599,sports,Atlas,44.89,0.299
1600,grocery,Pulse,19.32,1.659
1601,grocery,Nimbus,7.01,2.672
1602,fashion,Lumen,45.37,3.97
1603,home,Acme,41.17,0.666
1604,fashion,Atlas,13.26,5.256
1605,books,Nimbus,4.31,0.769
1606,sports,Orchid,33.77,0.767
1607,grocery,Lumen,14.84,8.372
1608,fashion,Zenith,29.53,6.671
1609,fashion,Atlas,8.91,0.975
1610,fashion,Lumen,9.2,6.493
1611,books,Orchid,13.92,1.207
1612,grocery,Pulse,55.01,0.735
1613,grocery,Atlas,38.18,1.509
1614,grocery,Nimbus,46.25,1.004
1615,grocery,Vento,40.01,0.507
1616,sports,Zenith,31.25,0.819
1617,fashion,Pulse,14.92,0.837
1618,grocery,Nova,30.46,0.322
1619,beauty,Lumen,22.71,0.348
1620,home,Acme,15.92,0.537
1621,books,Acme,17.8,0.742
1622,electronics,Vento,27.58,0.9
1623,electronics,Zenith,85.8,2.998
1624,pharmacy,Lumen,9.68,1.786
1625,fashion,Karma,25.31,0.391
1626,fashion,Acme,21.05,3.063
1627,grocery,Pulse,9.37,1.01
1628,grocery,Orchid,27.28,1.251
1629,pharmacy,Karma,46.84,0.559
1630,electronics,Zenith,29.18,1.612
1631,grocery,Pulse,3.96,2.398
1632,grocery,Nimbus,35.1,0.562
1633,grocery,Atlas,47.05,1.409
1634,home,Pulse,11.21,2.672
1635,electronics,Lumen,40.9,0.733
1636,electronics,Karma,63.46,0.551
1637,home,Nimbus,8.26,2.162
1638,fashion,Nimbus,7.47,1.172
1639,fashion,Vento,21.17,3.399
1640,home,Acme,57.19,0.384
1641,grocery,Nimbus,10.47,0.785
1642,fashion,Karma,47.77,4.76
1643,pharmacy,Acme,19.78,2.229
1644,grocery,Nimbus,18.73,0.415
1645,electronics,Nimbus,6.66,0.402
1646,pharmacy,Vento,20.13,1.805
1647,fashion,Atlas,21.98,0.821
1648,pharmacy,Orchid,16.85,1.778
1649,beauty,Acme,6.01,0.931
1650,electronics,Nimbus,28.15,0.826
1651,home,Karma,21.26,1.345
1652,home,Zenith,12.3,0.483
1653,grocery,Zenith,32.18,0.365
1654,fashion,Nimbus,88.88,0.827
1655,fashion,Atlas,77.8,1.055
1656,fashion,Nimbus,13.14,1.804
1657,pharmacy,Vento,23.88,1.166
1658,home,Pulse,32.35,1.81
1659,electronics,Acme,3.14,2.207
1660,home,Acme,23.73,0.889
1661,electronics,Acme,13.13,0.347
1662,electronics,Nimbus,27.53,1.445
1663,pharmacy,Atlas,23.75,0.391
1664,grocery,Vento,61.59,1.824
1665,grocery,Acme,37.92,1.838
1666,grocery,Nova,10.23,2.823
1667,grocery,Pulse,25.32,2.603
1668,beauty,Vento,62.32,2.82
1669,electronics,Vento,13.53,2.347
1670,pharmacy,Zenith,26.36,1.058
1671,fashion,Orchid,53.04,1.36
1672,grocery,Pulse,21.14,1.142
1673,grocery,Lumen,27.75,1.344
1674,home,Nimbus,37.12,5.557
1675,grocery,Nimbus,14.19,1.667
1676,home,Zenith,81.31,2.188
1677,home,Nimbus,22.12,1.449
1678,sports,Lumen,47.04,0.56
1679,beauty,Lumen,31.82,0.397
1680,grocery,Nimbus,12.69,5.372
1681,grocery,Nova,16.4,0.786
1682,fashion,Pulse,15.89,0.975
1683,sports,Nimbus,20.44,0.509
1684,fashion,Nimbus,15.23,0.905
1685,grocery,Acme,48.88,0.418
1686,grocery,Orchid,72.78,1.166
1687,electronics,Karma,21.56,0.326
1688,electronics,Karma,17.21,3.816
1689,sports,Acme,53.33,0.851
1690,grocery,Lumen,29.99,1.138
1691,home,Orchid,30.88,4.732
1692,fashion,Zenith,16.04,1.721
1693,beauty,Karma,13.87,0.276
1694,home,Nova,26.99,0.261
1695,electronics,Vento,59.1,1.118
1696,beauty,Vento,18.84,1.157
1697,electronics,Acme,59.61,9.096
1698,electronics,Orchid,14.57,3.103
1699,sports,Karma,39.26,0.849
1700,electronics,Pulse,11.5,0.393
1701,pharmacy,Orchid,18.66,1.143
1702,grocery,Orchid,41.77,1.788
1703,electronics,Zenith,20.08,0.616
1704,grocery,Nova,50.31,1.5
1705,sports,Orchid,22.76,3.353
1706,fashion,Acme,17.91,2.581
1707,electronics,Zenith,46.58,2.288
1708,home,Zenith,35.16,1.376
1709,grocery,Nimbus,43.24,0.448
1710,grocery,Zenith,26.85,3.305
1711,grocery,Orchid,15.1,0.601
1712,pharmacy,Pulse,13.66,0.622
1713,pharmacy,Pulse,19.79,0.515
1714,grocery,Orchid,34.67,0.421
1715,fashion,Pulse,7.39,1.7
1716,pharmacy,Atlas,23.3,0.269
1717,fashion,Nova,16.36,0.953
1718,grocery,Orchid,1.29,1.177
1719,home,Pulse,18.65,2.963
1720,electronics,Acme,39.94,1.277
1721,grocery,Vento,145.51,0.658
1722,electronics,Orchid,9.41,1.658
1723,sports,Nimbus,38.18,0.467
1724,pharmacy,Nimbus,27.44,0.683
1725,electronics,Pulse,31.71,3.239
1726,electronics,Acme,23.94,1.909
1727,grocery,Pulse,8.74,1.49
1728,electronics,Zenith,32.44,0.469
1729,beauty,Acme,18.48,2.963
1730,electronics,Nimbus,78.31,1.845
1731,books,Atlas,12.74,1.934
1732,pharmacy,Nova,13.83,1.043
1733,electronics,Vento,35.94,1.439
1734,grocery,Lumen,34.73,3.305
1735,electronics,Atlas,46.28,0.627
1736,grocery,Pulse,8.03,1.587
1737,grocery,Nova,42.04,0.647
1738,electronics,Karma,18.58,1.821
1739,grocery,Pulse,8.85,0.441
1740,sports,Atlas,60.63,1.005
1741,beauty,Atlas,22.76,0.725
1742,beauty,Nimbus,84.84,2.523
1743,home,Lumen,18.57,1.678
1744,fashion,Vento,82.84,0.425
1745,pharmacy,Karma,23.13,0.944
1746,grocery,Karma,105.79,0.964
1747,fashion,Zenith,32.25,2.721
1748,pharmacy,Nimbus,10.2,2.551
1749,beauty,Nimbus,19.39,1.358
1750,grocery,Pulse,14.99,1.077
1751,pharmacy,Atlas,20.72,0.756
1752,books,Atlas,19.95,0.755
1753,fashion,Lumen,13.03,0.57
1754,sports,Vento,46.78,0.244
1755,pharmacy,Zenith,72.26,1.151
1756,sports,Lumen,24.33,0.532
1757,pharmacy,Nimbus,16.79,0.377
1758,pharmacy,Lumen,27.83,1.408
1759,grocery,Zenith,22.43,0.663
1760,home,Atlas,22.31,2.993
1761,fashion,Nimbus,27.19,1.032
1762,sports,Zenith,61.13,0.723
1763,home,Nimbus,32.77,0.481
1764,pharmacy,Zenith,23.54,1.974
1765,fashion,Nimbus,15.13,2.187
1766,fashion,Atlas,15.41,1.038
1767,electronics,Pulse,11.62,1.052
1768,fashion,Pulse,18.81,0.697
1769,sports,Karma,12.49,0.234
1770,grocery,Nimbus,51.35,1.347
1771,electronics,Pulse,30.25,1.757
1772,fashion,Nova,16.82,1.422
1773,grocery,Pulse,38.5,0.316
1774,electronics,Pulse,17.11,2.859
1775,electronics,Nova,28.39,3.82
1776,home,Nimbus,18.5,1.354
1777,grocery,Acme,30.48,1.337
1778,sports,Vento,24.83,0.662
1779,grocery,Nimbus,31.58,3.309
1780,beauty,Nimbus,23.05,2.355
1781,electronics,Pulse,13.76,3.166
1782,sports,Lumen,6.01,1.95
1783,sports,Acme,30.75,1.047
1784,pharmacy,Vento,16.25,0.66
1785,grocery,Nimbus,33.63,0.35
1786,home,Nimbus,9.46,0.83
1787,home,Orchid,27.85,0.84
1788,grocery,Atlas,6.76,1.541
1789,grocery,Zenith,26.42,0.532
1790,grocery,Karma,19.67,1.446
1791,pharmacy,Acme,15.76,0.908
1792,grocery,Orchid,41.46,0.546
1793,electronics,Zenith,101.07,0.515
1794,grocery,Nimbus,54.36,1.599
1795,fashion,Vento,21.27,0.726
1796,sports,Nova,4.8,2.026
1797,sports,Zenith,39.46,1.45
1798,pharmacy,Lumen,78.93,3.59
1799,books,Pulse,12.12,1.43
1800,sports,Orchid,50.4,0.392
1801,home,Zenith,8.23,0.877
1802,electronics,Vento,7.71,0.805
1803,books,Orchid,33.43,1.152
1804,fashion,Atlas,17.6,0.841
1805,home,Atlas,8.75,2.125
1806,sports,Nova,17.11,3.703
1807,home,Acme,22.61,3.578
1808,grocery,Zenith,8.98,1.729
1809,electronics,Karma,18.51,1.383
1810,grocery,Vento,13.63,1.25
1811,sports,Lumen,39.97,1.947
1812,grocery,Zenith,18.52,4.392
1813,pharmacy,Acme,57.12,4.127
1814,grocery,Nova,30.8,1.087
1815,beauty,Acme,40.15,2.146
1816,grocery,Karma,48.61,1.239
1817,fashion,Pulse,100.15,0.779
1818,pharmacy,Acme,24.77,0.816
1819,electronics,Zenith,84.38,1.733
1820,home,Zenith,30.34,1.13
1821,electronics,Lumen,15.16,2.123
1822,beauty,Pulse,26.3,0.549
1823,electronics,Zenith,37.13,3.403
1824,fashion,Acme,49.88,1.015
1825,grocery,Karma,47.09,0.925
1826,electronics,Lumen,32.48,1.273
1827,books,Acme,2.56,1.722
1828,electronics,Orchid,18.02,1.216
1829,grocery,Nimbus,61.89,1.532
1830,grocery,Nova,30.29,0.869
1831,pharmacy,Acme,37.21,0.836
1832,grocery,Pulse,41.43,0.31
1833,beauty,Orchid,27.35,1.431
1834,fashion,Lumen,16.72,0.625
1835,sports,Acme,35.42,0.384
1836,grocery,Nova,79.05,2.147
1837,grocery,Pulse,36.27,0.659
1838,electronics,Orchid,30.31,0.329
1839,fashion,Zenith,15.89,2.162
1840,fashion,Vento,35.75,0.404
1841,pharmacy,Nova,66.67,2.052
1842,electronics,Acme,58.37,1.577
1843,grocery,Nimbus,19.56,2.469
1844,pharmacy,Lumen,23.13,1.345
1845,beauty,Nova,25.33,4.474
1846,beauty,Atlas,18.71,0.27
1847,fashion,Karma,23.7,0.485
1848,electronics,Lumen,18.63,3.486
1849,home,Nimbus,25.7,5.412
1850,books,Lumen,48.21,1.14
1851,home,Karma,50.7,1.758
1852,grocery,Karma,21.76,1.351
1853,beauty,Acme,10.92,0.555
1854,sports,Orchid,47.23,2.64
1855,fashion,Atlas,32.74,0.749
1856,grocery,Karma,19.95,1.053
1857,pharmacy,Nimbus,77.12,0.896
1858,fashion,Nimbus,29.45,0.826
1859,grocery,Orchid,28.55,1.143
1860,pharmacy,Orchid,11.75,3.654
1861,home,Orchid,9.28,4.532
1862,grocery,Zenith,8.23,0.55
1863,electronics,Karma,8.43,2.393
1864,beauty,Nova,11.92,0.968
1865,electronics,Vento,19.18,0.542
1866,electronics,Atlas,14.9,0.895
1867,grocery,Atlas,22.85,0.278
1868,home,Orchid,7.69,1.054
1869,home,Atlas,5.58,0.539
1870,beauty,Karma,18.17,1.482
1871,home,Nimbus,20.5,3.476
1872,fashion,Atlas,8.35,0.546
1873,electronics,Vento,31.58,2.865
1874,beauty,Acme,7.84,1.548
1875,pharmacy,Pulse,73.86,1.036
1876,grocery,Lumen,20.13,0.562
1877,electronics,Nova,9.22,2.105
1878,grocery,Nova,27.03,1.311
1879,books,Nimbus,26.43,1.427
1880,beauty,Nova,24.39,0.422
1881,sports,Vento,61.13,1.834
1882,fashion,Nova,12.73,0.703
1883,grocery,Karma,17.73,0.485
1884,home,Lumen,37.53,0.486
1885,grocery,Nova,18.37,0.454
1886,sports,Lumen,10.73,1.281
1887,grocery,Atlas,68.29,1.773
1888,fashion,Pulse,51.22,0.965
1889,home,Vento,33.41,0.359
1890,electronics,Zenith,40.88,0.494
1891,beauty,Nova,31.59,0.935
1892,fashion,Zenith,20.24,5.565
1893,grocery,Nimbus,123.96,0.628
1894,beauty,Acme,19.69,1.594
1895,grocery,Pulse,20.28,0.728
1896,books,Nimbus,50.12,0.751
1897,electronics,Zenith,29.78,3.689
1898,fashion,Nimbus,43.19,0.949
1899,fashion,Pulse,75.78,0.723
1900,fashion,Karma,74.22,3.087
1901,electronics,Vento,9.9,0.847
1902,electronics,Orchid,38.52,0.283
1903,pharmacy,Acme,22.64,4.445
1904,grocery,Lumen,7.29,0.568
1905,fashion,Atlas,70.68,4.525
1906,fashion,Karma,336.61,0.869
1907,grocery,Nova,15.48,0.454
1908,home,Zenith,6.96,1.052
1909,fashion,Vento,11.53,0.559
1910,grocery,Acme,35.02,0.335
1911,beauty,Karma,30.3,4.352
1912,home,Karma,24.67,0.515
1913,fashion,Orchid,48.22,0.696
1914,electronics,Vento,38.22,2.07
1915,books,Nimbus,19.95,1.592
1916,grocery,Karma,48.85,1.109
1917,pharmacy,Pulse,61.96,1.351
1918,electronics,Karma,38.11,1.427
1919,books,Orchid,9.4,4.062
1920,pharmacy,Karma,22.55,0.88
1921,sports,Orchid,61.57,0.676
1922,home,Orchid,29.48,0.694
1923,beauty,Orchid,45.93,1.083
1924,pharmacy,Pulse,35.47,1.928
1925,electronics,Karma,7.41,0.55
1926,beauty,Pulse,17.84,0.974
1927,electronics,Lumen,16.67,0.259
1928,pharmacy,Lumen,22.79,2.222
1929,electronics,Karma,70.47,0.225
1930,beauty,Lumen,10.61,2.31
1931,sports,Lumen,32.0,1.346
1932,electronics,Nova,60.06,2.2
1933,home,Vento,4.58,5.174
1934,electronics,Atlas,42.87,3.718
1935,fashion,Lumen,22.13,2.615
1936,grocery,Karma,36.19,0.246
1937,fashion,Pulse,14.89,0.889
1938,electronics,Zenith,12.71,0.776
1939,beauty,Nova,36.94,4.352
1940,electronics,Nimbus,64.58,0.874
1941,home,Karma,16.57,0.615
1942,grocery,Pulse,26.41,1.113
1943,books,Nova,26.36,2.41
1944,fashion,Nimbus,74.48,1.254
1945,fashion,Atlas,39.53,0.673
1946,home,Vento,32.14,12.126
1947,electronics,Zenith,14.25,1.103
1948,grocery,Orchid,12.27,1.53
1949,home,Pulse,43.18,0.204
1950,beauty,Zenith,10.65,0.549
1951,grocery,Nova,16.2,1.511
1952,grocery,Pulse,13.71,1.537
1953,home,Acme,59.64,1.605
1954,electronics,Zenith,42.93,1.061
1955,fashion,Orchid,52.94,1.726
1956,grocery,Atlas,26.53,0.313
1957,home,Nimbus,13.63,1.307
1958,grocery,Orchid,47.32,1.356
1959,fashion,Vento,24.21,1.239
1960,beauty,Orchid,134.95,0.949
1961,grocery,Vento,18.02,1.012
1962,fashion,Orchid,19.71,1.846
1963,electronics,Atlas,94.82,2.283
1964,sports,Atlas,25.93,0.74
1965,beauty,Karma,40.35,4.596
1966,beauty,Nimbus,8.96,6.172
1967,grocery,Nova,32.7,1.548
1968,books,Zenith,46.54,0.866
1969,electronics,Atlas,9.42,6.482
1970,home,Nimbus,38.38,1.936
1971,fashion,Pulse,8.7,0.74
1972,grocery,Pulse,45.21,1.551
1973,pharmacy,Atlas,54.86,2.793
1974,fashion,Vento,28.19,2.233
1975,fashion,Nimbus,18.5,1.928
1976,grocery,Vento,42.9,0.517
1977,electronics,Nova,21.95,0.379
1978,pharmacy,Vento,13.51,0.18
1979,grocery,Karma,20.0,0.387
1980,grocery,Pulse,44.44,4.334
1981,home,Orchid,31.18,0.852
1982,books,Atlas,30.47,1.309
1983,beauty,Atlas,51.4,0.398
1984,beauty,Zenith,80.67,6.329
1985,grocery,Zenith,20.81,2.297
1986,grocery,Atlas,32.91,1.11
1987,sports,Nimbus,7.5,0.552
1988,electronics,Acme,20.24,0.547
1989,sports,Vento,31.38,0.678
1990,sports,Acme,38.37,3.498
1991,grocery,Acme,8.76,0.874
1992,electronics,Vento,46.07,0.536
1993,home,Vento,37.53,1.676
1994,fashion,Vento,21.81,0.503
1995,home,Lumen,41.09,1.072
1996,grocery,Atlas,54.08,1.057
1997,fashion,Vento,9.41,2.055
1998,pharmacy,Lumen,46.88,0.855
1999,sports,Pulse,24.85,1.984
2000,grocery,Orchid,20.44,9.091
2001,fashion,Nimbus,37.59,0.791
2002,beauty,Pulse,58.16,1.294
2003,grocery,Karma,79.63,0.594
2004,grocery,Atlas,6.04,1.349
2005,electronics,Karma,8.93,0.444
2006,grocery,Lumen,31.67,2.868
2007,grocery,Orchid,27.66,1.646
2008,fashion,Nova,15.17,0.399
2009,grocery,Atlas,40.34,0.589
2010,electronics,Karma,19.91,0.253
2011,fashion,Lumen,16.19,2.996
2012,electronics,Nimbus,15.74,0.819
2013,home,Acme,43.64,0.403
2014,grocery,Orchid,10.81,5.771
2015,fashion,Orchid,24.54,0.903
2016,pharmacy,Zenith,43.03,0.98
2017,fashion,Zenith,14.14,1.627
2018,grocery,Vento,67.28,1.276
2019,home,Lumen,38.64,1.44
2020,home,Pulse,38.13,1.559
2021,home,Pulse,20.94,0.48
2022,beauty,Lumen,21.21,2.97
2023,sports,Vento,42.14,5.624
2024,beauty,Atlas,32.58,0.613
2025,grocery,Vento,49.3,0.928
2026,fashion,Orchid,93.27,1.865
2027,home,Karma,43.62,2.574
2028,sports,Nova,28.38,2.637
2029,electronics,Karma,27.18,1.121
2030,books,Atlas,30.75,0.425
2031,grocery,Orchid,14.0,0.595
2032,fashion,Pulse,13.62,1.176
2033,grocery,Atlas,15.17,2.788
2034,grocery,Karma,36.96,0.189
2035,electronics,Vento,43.9,4.268
2036,electronics,Orchid,24.67,1.023
2037,books,Atlas,16.72,1.195
2038,books,Orchid,5.45,1.389
2039,electronics,Lumen,32.18,1.523
2040,fashion,Karma,19.3,0.781
2041,beauty,Orchid,31.91,2.272
2042,pharmacy,Karma,27.23,1.292
2043,electronics,Acme,14.99,3.025
2044,pharmacy,Acme,9.58,1.026
2045,grocery,Nova,12.86,0.699
2046,fashion,Vento,7.47,6.029
2047,grocery,Orchid,7.86,4.11
2048,electronics,Karma,31.7,3.525
2049,electronics,Vento,44.01,1.187
2050,home,Lumen,12.4,0.787
2051,beauty,Atlas,9.91,0.671
2052,electronics,Orchid,5.45,0.616
2053,beauty,Nimbus,16.57,1.149
2054,fashion,Atlas,8.64,0.759
2055,fashion,Nova,22.72,0.712
2056,books,Vento,12.9,0.282
2057,beauty,Zenith,26.72,0.906
2058,pharmacy,Karma,22.28,0.725
2059,electronics,Lumen,26.84,1.501
2060,sports,Zenith,72.34,0.348
2061,pharmacy,Nova,38.75,2.017
2062,home,Vento,31.27,1.38
2063,grocery,Lumen,3.73,4.961
2064,fashion,Orchid,16.55,6.294
2065,home,Pulse,18.64,0.379
2066,home,Nova,36.59,3.6
2067,grocery,Nimbus,6.05,1.701
2068,sports,Orchid,21.63,0.354
2069,pharmacy,Acme,40.14,3.161
2070,grocery,Nova,18.08,1.07
2071,electronics,Acme,18.86,2.84
2072,fashion,Lumen,6.76,0.508
2073,grocery,Orchid,11.19,0.936
2074,electronics,Orchid,6.21,0.946
2075,home,Zenith,82.02,1.977
2076,pharmacy,Karma,20.74,2.326
2077,sports,Orchid,36.06,1.386
2078,sports,Nova,10.32,0.679
2079,pharmacy,Lumen,17.66,1.602
2080,grocery,Orchid,22.9,2.074
2081,sports,Karma,35.04,0.985
2082,pharmacy,Atlas,9.88,0.447
2083,fashion,Orchid,35.6,0.636
2084,books,Vento,12.74,0.298
2085,home,Orchid,44.59,0.684
2086,fashion,Pulse,8.11,1.974
2087,pharmacy,Zenith,33.87,2.414
2088,grocery,Acme,45.33,4.443
2089,electronics,Nova,14.78,1.363
2090,sports,Zenith,11.98,1.673
2091,sports,Pulse,18.41,1.946
2092,sports,Zenith,18.55,0.491
2093,grocery,Nimbus,16.02,3.299
2094,home,Orchid,16.52,1.388
2095,electronics,Nova,23.88,2.944
2096,beauty,Atlas,7.82,3.936
2097,pharmacy,Karma,51.1,1.829
2098,beauty,Nimbus,4.01,1.992
2099,grocery,Orchid,69.19,2.862
2100,home,Vento,53.83,2.742
2101,electronics,Nova,12.18,2.587
2102,home,Nimbus,53.38,1.913
2103,fashion,Vento,10.74,1.681
2104,fashion,Vento,46.25,0.661
2105,books,Atlas,14.29,0.662
2106,grocery,Nimbus,28.99,0.71
2107,home,Lumen,24.87,1.513
2108,home,Lumen,6.71,0.587
2109,fashion,Karma,26.23,5.148
2110,home,Acme,186.21,2.249
2111,fashion,Karma,16.64,10.451
2112,sports,Lumen,16.51,1.344
2113,home,Karma,20.34,1.52
2114,fashion,Pulse,54.94,3.124
2115,fashion,Karma,27.91,0.825
2116,sports,Orchid,16.61,11.039
2117,pharmacy,Karma,17.0,2.518
2118,grocery,Pulse,42.67,0.604
2119,books,Zenith,18.69,4.139
2120,electronics,Zenith,24.14,1.321
2121,sports,Karma,38.55,0.535
2122,grocery,Atlas,19.55,0.646
2123,beauty,Acme,22.08,0.662
2124,fashion,Pulse,13.51,3.057
2125,electronics,Atlas,34.53,2.888
2126,grocery,Zenith,89.03,3.131
2127,home,Karma,2.89,0.39
2128,sports,Vento,102.97,5.741
2129,sports,Pulse,15.7,2.062
2130,grocery,Nova,19.74,4.026
2131,books,Zenith,10.44,3.021
2132,grocery,Zenith,32.75,5.478
2133,beauty,Lumen,14.91,1.468
2134,sports,Atlas,10.75,2.61
2135,electronics,Lumen,11.93,3.733
2136,pharmacy,Nova,57.25,4.669
2137,fashion,Zenith,29.47,2.083
2138,grocery,Orchid,26.99,0.757
2139,grocery,Lumen,30.79,1.387
2140,grocery,Nimbus,62.04,1.395
2141,pharmacy,Orchid,52.52,0.886
2142,electronics,Pulse,37.18,6.814
2143,grocery,Lumen,25.07,1.295
2144,fashion,Vento,48.9,0.307
2145,home,Vento,36.51,1.956
2146,beauty,Atlas,79.24,2.912
2147,fashion,Zenith,24.03,5.453
2148,electronics,Atlas,71.19,3.487
2149,grocery,Pulse,42.39,0.367
2150,home,Lumen,6.13,0.096
2151,fashion,Lumen,43.59,1.681
2152,beauty,Atlas,26.73,1.454
2153,fashion,Nova,31.73,1.051
2154,beauty,Orchid,43.19,0.315
2155,fashion,Lumen,58.05,1.643
2156,beauty,Vento,25.54,3.841
2157,grocery,Vento,88.73,2.774
2158,electronics,Zenith,15.78,2.229
2159,beauty,Atlas,8.65,1.473
2160,fashion,Nimbus,18.64,0.953
2161,fashion,Lumen,21.34,0.245
2162,home,Nimbus,5.76,1.446
2163,fashion,Nimbus,86.87,0.93
2164,sports,Atlas,24.44,10.443
2165,fashion,Pulse,21.88,1.197
2166,grocery,Vento,34.72,1.536
2167,electronics,Nova,89.43,1.287
2168,home,Atlas,14.93,1.225
2169,grocery,Orchid,72.2,1.66
2170,home,Orchid,26.79,0.438
2171,grocery,Vento,7.94,1.388
2172,home,Karma,11.6,0.846
2173,home,Vento,14.96,0.456
2174,grocery,Atlas,29.82,1.652
2175,home,Lumen,20.8,1.354
2176,electronics,Atlas,18.81,0.59
2177,electronics,Nimbus,8.17,0.469
2178,books,Pulse,5.56,0.748
2179,beauty,Pulse,12.02,1.409
2180,grocery,Atlas,19.44,0.987
2181,fashion,Nimbus,10.23,1.515
2182,beauty,Atlas,10.28,0.075
2183,books,Zenith,60.04,0.632
2184,grocery,Pulse,13.16,1.267
2185,fashion,Nimbus,18.68,0.257
2186,electronics,Zenith,11.2,2.564
2187,grocery,Nova,25.57,0.991
2188,grocery,Karma,30.2,1.858
2189,home,Atlas,76.41,2.279
2190,grocery,Nimbus,18.88,0.62
2191,grocery,Acme,59.64,0.666
2192,grocery,Lumen,34.34,1.076
2193,fashion,Nimbus,23.88,5.393
2194,grocery,Orchid,34.97,1.147
2195,grocery,Atlas,24.64,0.396
2196,pharmacy,Pulse,124.36,1.224
2197,books,Karma,30.36,3.843
2198,electronics,Pulse,45.34,0.459
2199,grocery,Zenith,19.0,1.063
2200,grocery,Acme,6.86,0.505
2201,books,Zenith,18.27,1.822
2202,grocery,Vento,13.18,2.284
2203,fashion,Orchid,40.46,1.763
2204,grocery,Nimbus,12.49,1.058
2205,fashion,Orchid,52.7,1.342
2206,grocery,Orchid,52.81,1.506
2207,grocery,Acme,27.32,1.206
2208,home,Atlas,11.19,3.316
2209,pharmacy,Vento,29.58,0.442
2210,grocery,Vento,16.65,1.14
2211,grocery,Orchid,65.83,0.647
2212,home,Nova,0.95,4.304
2213,books,Zenith,36.66,2.842
2214,electronics,Nova,26.43,2.717
2215,sports,Karma,23.72,0.214
2216,sports,Pulse,81.48,1.697
2217,grocery,Lumen,41.89,0.64
2218,sports,Atlas,25.71,1.212
2219,grocery,Vento,33.13,0.359
2220,grocery,Orchid,5.18,2.167
2221,pharmacy,Vento,17.94,2.113
2222,home,Pulse,19.05,1.896
2223,sports,Lumen,59.17,6.716
2224,fashion,Nimbus,18.32,1.254
2225,electronics,Zenith,19.82,2.728
2226,pharmacy,Orchid,18.94,1.43
2227,books,Atlas,34.32,1.364
2228,electronics,Pulse,73.27,1.659
2229,home,Vento,46.83,1.996
2230,home,Nova,17.15,1.8
2231,home,Vento,22.99,0.141
2232,electronics,Zenith,49.11,1.639
2233,beauty,Atlas,20.75,2.767
2234,electronics,Atlas,35.53,1.525
2235,beauty,Lumen,9.68,3.415
2236,electronics,Zenith,10.37,0.884
2237,fashion,Atlas,42.49,1.347
2238,home,Orchid,11.56,8.435
2239,beauty,Nova,12.36,0.445
2240,home,Nova,29.82,0.293
2241,electronics,Atlas,28.06,1.264
2242,grocery,Karma,22.83,2.123
2243,sports,Pulse,19.73,5.897
2244,beauty,Atlas,11.75,0.701
2245,beauty,Pulse,24.69,2.442
2246,grocery,Vento,14.82,2.343
2247,electronics,Nimbus,98.24,3.28
2248,grocery,Zenith,20.94,1.032
