customer_id,country,city,signup_ts,is_business,loyalty_tier
30860,AE,Ajman,2024-02-24T20:11:25,0,none
30861,SA,Makkah,2024-05-24T01:11:21,1,gold
30862,SA,Khobar,2025-03-27T11:12:27,0,none
30863,SA,Makkah,2024-05-17T20:58:25,0,silver
30864,EG,Cairo,2025-01-05T11:43:45,0,none
30865,SA,Tabuk,2025-03-06T22:22:24,0,silver
30866,SA,Madinah,2025-01-25T08:34:58,0,none
30867,SA,Dammam,2025-08-17T18:52:44,0,none
30868,SA,Madinah,2025-01-26T07:25:29,0,none
30869,SA,Tabuk,2024-03-02T21:35:18,0,none
30870,AE,Sharjah,2025-07-04T21:55:50,0,none
30871,SA,Dammam,2024-03-28T20:51:53,0,none
30872,SA,Makkah,2026-02-10T22:57:56,0,none
30873,AE,Dubai,2025-07-15T02:53:34,0,none
30874,SA,Makkah,2024-08-19T20:55:52,0,gold
30875,AE,Abu Dhabi,2025-08-03T14:48:47,1,silver
30876,AE,Abu Dhabi,2025-05-31T10:39:38,0,none
30877,EG,Alexandria,2024-06-06T17:34:29,1,silver
30878,SA,Khobar,2025-08-13T22:33:47,0,silver
30879,SA,Jeddah,2025-06-04T09:41:37,0,silver
30880,SA,Tabuk,2024-02-13T03:50:22,0,none
30881,SA,Riyadh,2024-07-16T15:44:06,0,none
30882,KW,Kuwait City,2025-10-02T11:27:14,0,none
30883,SA,Makkah,2024-12-14T03:41:41,0,none
30884,SA,Tabuk,2025-05-24T04:57:28,0,none
30885,AE,Sharjah,2024-03-12T17:15:05,0,none
30886,AE,Abu Dhabi,2024-08-08T04:11:15,0,none
30887,QA,Doha,2025-03-08T20:45:18,0,none
30888,SA,Khobar,2024-06-25T08:38:14,0,none
30889,KW,Kuwait City,2024-10-24T09:52:28,0,none
30890,AE,Abu Dhabi,2024-10-24T03:42:13,0,none
30891,EG,Alexandria,2024-07-08T06:46:31,0,none
30892,SA,Dammam,2024-12-01T14:59:53,0,silver
30893,SA,Riyadh,2025-04-22T03:05:39,0,none
30894,SA,Madinah,2025-04-20T11:21:23,0,none
30895,EG,Alexandria,2025-07-13T03:54:55,1,gold
30896,SA,Makkah,2025-10-12T16:05:46,0,none
30897,SA,Dammam,2025-04-13T16:04:59,0,none
30898,SA,Dammam,2024-07-23T07:30:40,0,none
30899,KW,Kuwait City,2024-08-12T17:08:35,0,none
30900,SA,Dammam,2024-09-04T03:10:34,0,none
30901,SA,Riyadh,2025-02-05T02:36:42,0,gold
30902,EG,Giza,2026-01-16T21:54:54,0,none
30903,KW,Kuwait City,2024-02-27T17:33:56,0,none
30904,EG,Cairo,2024-01-17T06:26:25,0,none
30905,SA,Makkah,2025-05-22T14:14:50,0,none
30906,SA,Makkah,2025-10-09T01:56:48,0,gold
30907,SA,Tabuk,2024-02-07T23:05:04,0,none
30908,SA,Jeddah,2026-01-25T15:38:35,0,none
30909,SA,Tabuk,2024-11-19T09:04:09,0,none
30910,SA,Tabuk,2025-08-15T00:22:24,0,none
30911,SA,Riyadh,2024-10-31T11:01:29,0,silver
30912,SA,Dammam,2025-11-18T10:28:11,0,none
30913,AE,Sharjah,2024-12-22T20:45:21,1,silver
30914,SA,Madinah,2025-09-22T00:46:52,1,gold
30915,OM,Muscat,2026-01-07T18:43:43,0,none
30916,EG,Giza,2026-01-19T16:16:47,0,silver
30917,SA,Khobar,2024-03-10T19:56:17,0,none
30918,SA,Madinah,2024-09-13T12:28:50,0,none
30919,BH,Manama,2024-05-01T06:23:47,0,none
30920,QA,Doha,2024-03-19T10:16:00,0,silver
30921,SA,Jeddah,2025-08-06T07:40:31,1,silver
30922,SA,Riyadh,2025-07-23T01:43:12,1,gold
30923,OM,Muscat,2025-03-14T10:21:41,0,none
30924,AE,Ajman,2024-03-20T16:16:27,0,none
30925,AE,Ajman,2026-01-17T17:11:15,0,none
30926,SA,Makkah,2025-10-08T17:14:47,0,none
30927,EG,Alexandria,2025-05-01T16:14:39,1,gold
30928,AE,Ajman,2025-08-13T19:17:36,0,gold
30929,SA,Riyadh,2026-02-08T08:01:05,0,none
30930,EG,Alexandria,2025-08-24T22:46:09,0,silver
30931,SA,Jeddah,2025-01-10T17:33:29,0,silver
30932,SA,Dammam,2024-12-20T09:48:07,0,gold
30933,AE,Sharjah,2024-06-29T22:03:04,0,gold
30934,AE,Dubai,2024-12-24T11:08:53,0,none
30935,OM,Muscat,2025-08-08T08:07:39,0,none
30936,AE,Dubai,2025-04-22T12:46:24,0,none
30937,SA,Riyadh,2024-07-10T00:59:20,0,none
30938,SA,Khobar,2024-08-12T02:42:54,0,none
30939,SA,Riyadh,2025-02-02T23:47:44,0,none
30940,SA,Madinah,2025-06-25T11:20:23,1,platinum
30941,AE,Abu Dhabi,2025-11-08T01:00:33,0,silver
30942,SA,Riyadh,2024-07-05T05:44:19,0,none
30943,SA,Makkah,2025-12-11T15:31:48,0,none
30944,SA,Madinah,2024-10-13T16:18:49,0,silver
30945,SA,Tabuk,2025-06-18T08:56:00,0,none
30946,SA,Jeddah,2024-01-16T12:19:38,0,gold
30947,AE,Ajman,2026-02-21T16:40:29,1,gold
30948,SA,Tabuk,2026-01-31T10:21:43,0,none
30949,QA,Doha,2025-04-14T18:03:21,0,none
30950,SA,Madinah,2026-01-07T18:00:20,1,platinum
30951,EG,Cairo,2025-09-26T00:27:36,0,silver
30952,KW,Kuwait City,2026-01-20T10:53:07,0,silver
30953,KW,Kuwait City,2025-12-12T00:37:05,0,none
30954,KW,Kuwait City,2024-04-02T12:02:42,0,none
30955,SA,Jeddah,2024-04-29T20:52:57,0,none
30956,SA,Tabuk,2024-04-08T05:40:00,0,silver
30957,AE,Abu Dhabi,2024-02-01T14:28:06,0,none
30958,SA,Khobar,2024-02-24T22:00:23,0,none
30959,AE,Ajman,2025-08-10T00:41:10,1,gold
30960,AE,Dubai,2024-11-01T20:22:48,0,silver
30961,SA,Madinah,2026-01-03T17:49:45,0,gold
30962,SA,Riyadh,2024-03-25T10:49:12,1,silver
30963,AE,Sharjah,2024-06-24T15:31:01,1,gold
30964,AE,Sharjah,2025-10-29T14:10:28,0,none
30965,EG,Cairo,2024-01-21T11:03:47,0,none
30966,AE,Abu Dhabi,2025-09-14T22:17:08,0,silver
30967,SA,Riyadh,2024-07-16T17:44:00,0,none
30968,SA,Khobar,2025-04-02T07:34:40,0,none
30969,SA,Tabuk,2025-03-16T18:48:33,0,gold
30970,SA,Khobar,2025-06-06T06:06:43,1,silver
30971,EG,Alexandria,2024-12-28T01:22:42,1,gold
30972,AE,Ajman,2024-03-01T23:20:08,0,silver
30973,KW,Kuwait City,2024-08-07T12:45:35,0,none
30974,SA,Jeddah,2024-04-17T18:49:13,0,none
30975,SA,Jeddah,2025-05-25T11:28:20,0,gold
30976,SA,Dammam,2025-10-31T20:52:44,0,none
30977,SA,Riyadh,2024-10-01T00:56:18,0,none
30978,SA,Makkah,2025-01-03T10:30:56,0,silver
30979,SA,Riyadh,2026-02-25T19:33:13,0,silver
30980,SA,Riyadh,2024-05-13T10:35:09,0,silver
30981,SA,Khobar,2024-08-11T00:09:53,0,silver
30982,AE,Abu Dhabi,2025-11-20T07:32:09,0,none
30983,AE,Sharjah,2025-05-04T08:03:43,1,silver
30984,SA,Jeddah,2024-02-04T23:52:46,0,gold
30985,AE,Ajman,2024-01-03T16:58:04,0,none
30986,SA,Riyadh,2025-10-18T06:29:05,0,none
30987,SA,Makkah,2026-02-20T08:09:49,0,silver
30988,AE,Abu Dhabi,2024-12-18T13:13:58,1,platinum
30989,SA,Dammam,2025-09-02T15:37:40,0,none
30990,EG,Cairo,2025-09-25T17:41:24,0,none
30991,SA,Riyadh,2026-01-17T14:48:09,0,none
30992,SA,Dammam,2025-11-27T19:58:20,0,silver
30993,SA,Riyadh,2024-11-27T17:47:56,0,none
30994,SA,Riyadh,2024-11-19T07:23:46,0,gold
30995,SA,Dammam,2024-12-19T10:31:38,0,none
30996,SA,Madinah,2025-11-07T08:08:46,0,none
30997,SA,Makkah,2024-01-22T23:53:57,0,none
30998,SA,Jeddah,2025-01-02T03:55:53,0,silver
30999,AE,Abu Dhabi,2026-02-19T11:55:14,0,none
31000,EG,Alexandria,2025-07-10T01:38:37,0,silver
31001,KW,Kuwait City,2025-12-11T08:13:48,1,silver
31002,AE,Abu Dhabi,2025-01-29T11:21:17,1,silver
31003,KW,Kuwait City,2025-01-25T20:49:37,0,silver
31004,AE,Ajman,2024-03-29T21:34:54,0,gold
31005,AE,Dubai,2024-01-10T05:56:49,0,silver
31006,EG,Cairo,2024-08-13T15:20:41,0,none
31007,EG,Alexandria,2026-01-09T23:12:30,0,none
31008,EG,Alexandria,2024-09-13T09:10:17,0,none
31009,QA,Doha,2025-06-14T08:02:30,0,gold
31010,SA,Makkah,2025-04-25T12:22:10,0,none
31011,BH,Manama,2025-12-16T20:12:04,0,none
31012,SA,Madinah,2025-01-27T04:43:13,0,none
31013,SA,Makkah,2024-07-23T03:30:57,0,none
31014,SA,Madinah,2026-02-11T18:15:37,0,silver
31015,AE,Abu Dhabi,2026-01-12T15:34:25,0,silver
31016,SA,Jeddah,2024-04-15T11:34:35,0,none
31017,SA,Jeddah,2024-01-19T05:23:00,0,none
31018,SA,Tabuk,2024-09-28T10:55:11,0,silver
31019,AE,Ajman,2025-11-21T16:10:55,0,none
31020,SA,Dammam,2024-12-11T21:28:20,0,none
31021,AE,Abu Dhabi,2024-08-21T14:54:11,1,silver
31022,AE,Abu Dhabi,2024-08-28T01:21:05,0,none
31023,EG,Alexandria,2024-09-06T22:54:24,0,none
31024,AE,Dubai,2025-07-21T20:57:33,0,none
31025,SA,Jeddah,2025-01-17T01:14:49,0,none
31026,OM,Muscat,2026-01-24T23:08:52,0,silver
31027,KW,Kuwait City,2025-10-12T23:14:58,0,none
31028,SA,Makkah,2025-01-28T11:07:28,0,silver
31029,SA,Jeddah,2024-05-04T20:34:03,0,none
31030,SA,Riyadh,2025-07-16T18:46:53,0,none
31031,KW,Kuwait City,2024-05-20T14:00:46,0,none
31032,EG,Alexandria,2025-04-26T07:09:49,0,none
31033,KW,Kuwait City,2025-03-10T12:58:20,0,none
31034,BH,Manama,2025-10-04T12:46:15,1,gold
31035,AE,Abu Dhabi,2024-12-02T12:49:56,0,silver
31036,SA,Madinah,2025-04-07T12:37:51,0,silver
31037,SA,Dammam,2024-11-14T13:53:31,0,none
31038,SA,Riyadh,2025-04-08T03:41:48,1,silver
31039,SA,Riyadh,2024-03-26T11:01:48,0,none
31040,SA,Makkah,2025-02-13T19:28:35,0,silver
31041,SA,Dammam,2024-08-08T17:35:42,0,silver
31042,EG,Giza,2024-10-06T07:15:13,0,none
31043,SA,Khobar,2024-10-14T07:29:08,0,none
31044,EG,Cairo,2026-02-15T14:29:47,0,silver
31045,QA,Doha,2024-11-25T20:50:36,0,none
31046,SA,Jeddah,2024-02-04T04:44:54,0,none
31047,SA,Madinah,2025-04-16T05:02:55,0,gold
31048,SA,Makkah,2026-01-11T16:45:54,1,silver
31049,KW,Kuwait City,2024-05-22T10:46:56,0,silver
31050,EG,Giza,2025-08-20T13:21:35,0,none
31051,SA,Jeddah,2025-10-28T14:10:04,0,silver
31052,AE,Ajman,2025-01-04T19:28:13,0,none
31053,EG,Cairo,2024-03-31T10:07:39,1,silver
31054,SA,Tabuk,2025-11-18T03:58:36,0,none
31055,AE,Ajman,2024-09-20T01:34:25,0,none
31056,SA,Riyadh,2024-03-06T11:16:37,0,none
31057,SA,Madinah,2024-12-03T18:16:34,0,none
31058,QA,Doha,2025-01-09T01:03:33,0,gold
31059,SA,Dammam,2024-04-20T04:59:09,0,none
31060,EG,Giza,2024-10-03T05:25:24,0,none
31061,AE,Sharjah,2025-06-13T03:58:21,0,silver
31062,SA,Jeddah,2024-11-12T14:34:45,0,none
31063,AE,Abu Dhabi,2024-04-16T20:22:21,0,silver
31064,SA,Madinah,2024-09-18T15:43:33,0,gold
31065,SA,Khobar,2025-07-16T11:06:57,0,none
31066,SA,Makkah,2026-02-16T02:20:58,0,none
31067,KW,Kuwait City,2024-09-15T07:00:06,0,silver
31068,QA,Doha,2025-04-10T16:35:04,0,silver
31069,SA,Tabuk,2024-03-13T06:04:56,1,platinum
31070,SA,Makkah,2024-01-30T21:05:24,1,gold
31071,OM,Muscat,2026-01-15T13:32:33,0,silver
31072,AE,Dubai,2025-07-25T18:08:12,0,none
31073,SA,Khobar,2025-12-05T07:44:23,0,silver
31074,SA,Khobar,2025-11-11T18:48:57,0,none
31075,SA,Jeddah,2024-03-11T06:37:09,0,silver
31076,SA,Riyadh,2025-05-20T03:37:06,0,none
31077,SA,Makkah,2025-03-10T23:09:17,1,silver
31078,EG,Giza,2024-06-26T16:00:42,0,none
31079,AE,Sharjah,2024-01-17T05:18:36,0,none
31080,SA,Makkah,2025-09-20T00:24:08,0,none
31081,EG,Giza,2025-10-27T00:49:13,1,silver
31082,SA,Khobar,2025-05-11T22:29:19,1,silver
31083,EG,Cairo,2024-01-05T17:58:05,1,platinum
31084,SA,Khobar,2025-07-29T02:46:57,0,none
31085,SA,Khobar,2026-02-28T12:31:34,1,silver
31086,SA,Makkah,2024-02-25T22:50:02,0,none
31087,SA,Makkah,2024-02-29T20:16:56,0,gold
31088,AE,Abu Dhabi,2025-01-02T09:28:05,0,none
31089,AE,Dubai,2024-05-19T00:22:22,1,silver
31090,SA,Riyadh,2025-11-16T09:55:12,0,none
31091,SA,Makkah,2026-01-23T17:58:04,0,gold
31092,AE,Abu Dhabi,2025-05-17T21:34:25,1,gold
31093,AE,Dubai,2025-06-21T03:55:14,1,gold
31094,EG,Alexandria,2025-04-04T21:59:33,0,none
31095,KW,Kuwait City,2024-09-07T17:26:46,0,silver
31096,EG,Cairo,2025-11-29T01:43:14,1,silver
31097,SA,Riyadh,2026-01-07T08:22:29,0,none
31098,EG,Cairo,2026-02-25T00:25:02,0,silver
31099,SA,Jeddah,2024-07-25T18:24:01,0,gold
31100,AE,Sharjah,2024-02-01T18:28:12,1,gold
31101,OM,Muscat,2024-01-20T05:59:49,0,silver
31102,SA,Riyadh,2024-12-24T19:54:49,0,none
31103,SA,Madinah,2025-01-26T15:49:47,1,gold
31104,SA,Riyadh,2025-12-26T04:56:47,0,gold
31105,OM,Muscat,2025-02-10T10:48:35,0,none
31106,SA,Makkah,2025-07-05T22:33:39,0,none
31107,EG,Alexandria,2025-11-08T19:26:53,0,none
31108,SA,Tabuk,2025-03-07T03:09:41,0,silver
31109,SA,Jeddah,2024-01-14T04:34:54,0,silver
31110,SA,Tabuk,2025-07-24T20:58:43,0,none
31111,EG,Alexandria,2025-06-04T01:27:00,0,silver
31112,SA,Khobar,2025-07-30T07:10:21,0,gold
31113,QA,Doha,2025-06-14T13:44:05,0,none
31114,AE,Sharjah,2024-09-04T12:01:46,0,silver
31115,QA,Doha,2024-08-31T07:20:10,1,gold
31116,SA,Dammam,2025-06-25T04:52:16,0,silver
31117,SA,Khobar,2024-10-12T05:08:53,1,silver
31118,SA,Khobar,2025-11-17T17:46:46,1,silver
31119,SA,Khobar,2024-04-27T05:45:28,0,none
31120,AE,Abu Dhabi,2024-08-15T22:11:21,0,none
31121,SA,Khobar,2025-04-19T11:08:24,0,none
31122,OM,Muscat,2024-03-22T14:48:58,1,silver
31123,SA,Jeddah,2024-01-10T01:03:58,0,none
31124,SA,Tabuk,2024-03-22T07:52:00,1,platinum
31125,AE,Sharjah,2024-07-12T09:41:12,0,none
31126,SA,Madinah,2024-11-07T05:50:23,0,silver
31127,SA,Khobar,2024-12-10T04:30:08,1,gold
31128,OM,Muscat,2026-01-07T18:02:42,0,gold
31129,SA,Makkah,2024-12-19T12:17:34,0,none
31130,AE,Sharjah,2024-04-29T20:56:38,0,silver
31131,SA,Tabuk,2024-01-15T19:54:32,0,silver
31132,SA,Dammam,2024-01-26T03:44:37,0,none
31133,SA,Riyadh,2026-02-20T09:32:28,0,none
31134,EG,Giza,2024-03-05T02:55:59,0,none
31135,SA,Makkah,2025-06-23T06:24:47,0,none
31136,SA,Jeddah,2025-04-24T13:28:26,1,silver
31137,SA,Khobar,2025-09-07T03:12:13,1,silver
31138,BH,Manama,2024-04-20T23:22:09,0,gold
31139,SA,Makkah,2024-04-14T16:17:19,1,silver
31140,AE,Ajman,2025-08-12T07:02:21,1,silver
31141,SA,Jeddah,2024-09-06T07:30:08,1,silver
31142,SA,Dammam,2024-11-02T17:49:57,0,none
31143,SA,Riyadh,2025-09-14T11:20:52,0,none
31144,SA,Madinah,2025-07-23T08:42:31,0,none
31145,SA,Riyadh,2024-08-04T21:28:03,0,none
31146,SA,Makkah,2025-04-15T06:46:06,0,none
31147,EG,Giza,2025-11-26T03:43:02,0,none
31148,SA,Dammam,2025-12-28T21:30:41,0,none
31149,SA,Riyadh,2024-12-24T13:05:32,0,silver
31150,SA,Jeddah,2024-10-05T10:35:38,0,none
31151,SA,Dammam,2024-03-26T23:17:17,0,gold
31152,SA,Riyadh,2024-09-21T13:03:18,0,silver
31153,SA,Khobar,2025-07-02T22:03:44,0,none
31154,SA,Jeddah,2024-03-17T16:37:31,0,silver
31155,SA,Madinah,2026-01-28T13:01:53,0,gold
31156,SA,Tabuk,2025-12-17T17:31:28,1,platinum
31157,SA,Riyadh,2025-03-11T13:07:18,0,silver
31158,SA,Madinah,2024-05-19T10:09:20,0,none
31159,SA,Riyadh,2025-12-18T21:22:47,0,none
31160,SA,Dammam,2024-04-18T20:51:18,0,none
31161,SA,Jeddah,2024-05-31T19:05:13,0,silver
31162,SA,Tabuk,2024-12-14T14:07:15,0,gold
31163,OM,Muscat,2024-08-31T08:00:08,0,silver
31164,SA,Jeddah,2024-07-04T12:33:12,0,none
31165,SA,Makkah,2025-10-27T07:36:13,1,gold
31166,EG,Giza,2026-01-11T12:41:40,0,none
31167,SA,Madinah,2026-02-19T03:13:38,0,silver
31168,SA,Madinah,2025-02-18T01:26:52,0,none
31169,KW,Kuwait City,2025-01-03T08:20:05,0,none
31170,SA,Makkah,2024-06-16T06:03:47,0,gold
31171,AE,Abu Dhabi,2025-10-14T12:22:34,1,platinum
31172,SA,Madinah,2025-01-15T22:38:35,0,none
31173,SA,Dammam,2024-07-06T10:00:57,0,none
31174,SA,Tabuk,2025-01-27T03:49:18,0,none
31175,EG,Alexandria,2025-03-23T06:15:13,0,silver
31176,SA,Madinah,2024-11-02T16:06:41,0,silver
31177,AE,Ajman,2024-03-12T11:36:21,0,none
31178,QA,Doha,2025-07-10T06:39:54,1,silver
31179,OM,Muscat,2025-06-09T16:39:37,1,silver
31180,SA,Madinah,2026-02-19T09:22:50,0,none
31181,AE,Abu Dhabi,2024-03-31T09:21:35,1,silver
31182,AE,Abu Dhabi,2024-08-09T18:21:55,1,silver
31183,EG,Giza,2025-01-24T15:31:44,1,silver
31184,QA,Doha,2025-10-17T13:30:59,0,silver
31185,AE,Abu Dhabi,2024-11-01T15:27:16,0,silver
31186,AE,Ajman,2024-05-08T19:42:07,0,none
31187,SA,Makkah,2025-08-19T16:13:50,0,none
31188,SA,Dammam,2025-08-10T20:21:24,0,none
31189,AE,Dubai,2024-03-10T03:23:45,0,none
31190,AE,Abu Dhabi,2024-01-28T12:54:11,0,none
31191,AE,Ajman,2024-02-05T23:25:26,1,silver
31192,SA,Khobar,2025-05-10T07:34:57,0,none
31193,SA,Madinah,2024-10-24T17:19:44,0,none
31194,BH,Manama,2024-10-28T23:03:36,1,gold
31195,SA,Khobar,2025-04-06T23:57:45,0,gold
31196,EG,Alexandria,2024-07-15T05:19:38,0,none
31197,AE,Abu Dhabi,2024-11-21T10:17:10,0,silver
31198,SA,Riyadh,2024-10-15T15:50:01,0,silver
31199,SA,Khobar,2025-06-12T20:16:12,0,silver
31200,SA,Riyadh,2025-11-12T18:44:43,0,gold
31201,EG,Giza,2024-03-25T23:01:54,0,none
31202,SA,Makkah,2024-04-30T09:16:40,0,none
31203,QA,Doha,2024-03-07T15:10:21,1,silver
31204,EG,Cairo,2024-10-04T18:30:31,1,gold
31205,SA,Madinah,2024-09-08T05:17:56,0,none
31206,SA,Makkah,2025-10-02T07:47:09,1,gold
31207,SA,Dammam,2024-06-30T07:06:27,0,none
31208,SA,Tabuk,2025-08-18T08:18:52,0,silver
31209,SA,Riyadh,2024-02-23T09:04:03,0,silver
31210,SA,Dammam,2025-06-15T03:12:29,0,gold
31211,BH,Manama,2025-01-31T21:25:50,0,none
31212,AE,Abu Dhabi,2025-06-06T07:18:13,1,silver
31213,EG,Alexandria,2025-02-22T09:55:14,0,none
31214,AE,Ajman,2025-02-15T07:10:28,0,none
31215,AE,Abu Dhabi,2025-07-15T18:22:31,0,none
31216,KW,Kuwait City,2024-09-13T13:14:05,0,none
31217,SA,Riyadh,2025-08-05T02:18:12,0,gold
31218,AE,Sharjah,2025-09-28T03:16:03,0,none
31219,KW,Kuwait City,2024-10-07T17:07:24,0,silver
31220,QA,Doha,2025-03-12T22:19:12,1,silver
31221,SA,Tabuk,2024-06-19T00:30:26,0,none
31222,KW,Kuwait City,2025-05-06T05:53:37,0,silver
31223,SA,Riyadh,2026-02-14T20:55:45,0,none
31224,SA,Khobar,2025-05-13T12:26:00,1,platinum
31225,SA,Tabuk,2024-11-28T21:52:35,0,none
31226,SA,Makkah,2024-02-04T08:47:52,0,none
31227,SA,Madinah,2025-11-03T06:50:08,1,platinum
31228,SA,Makkah,2025-07-12T00:12:44,0,silver
31229,SA,Dammam,2025-09-06T11:24:43,0,gold
31230,EG,Giza,2026-01-02T23:47:03,0,none
31231,KW,Kuwait City,2025-02-27T20:41:29,0,gold
31232,KW,Kuwait City,2025-06-28T12:16:27,0,silver
31233,AE,Abu Dhabi,2025-09-23T19:17:13,0,silver
31234,QA,Doha,2025-06-08T18:55:16,0,none
31235,SA,Makkah,2024-04-12T12:29:59,0,silver
31236,SA,Makkah,2025-10-04T11:26:27,0,gold
31237,SA,Riyadh,2024-03-22T08:10:15,0,none
31238,SA,Dammam,2025-08-28T18:46:02,0,silver
31239,AE,Ajman,2025-06-13T00:47:19,0,none
31240,SA,Tabuk,2024-03-24T13:32:08,0,none
31241,OM,Muscat,2025-11-27T18:31:17,0,gold
31242,SA,Khobar,2024-10-15T15:59:44,0,none
31243,SA,Makkah,2025-08-14T23:47:21,0,gold
31244,SA,Makkah,2025-03-03T10:11:46,0,silver
31245,SA,Dammam,2025-07-01T21:23:16,0,silver
31246,OM,Muscat,2025-09-17T17:14:17,0,silver
31247,AE,Abu Dhabi,2024-06-09T17:45:17,0,silver
31248,SA,Tabuk,2025-05-09T19:53:11,0,none
31249,AE,Abu Dhabi,2024-11-23T19:10:13,0,none
31250,SA,Tabuk,2024-02-13T22:02:04,0,silver
31251,SA,Riyadh,2024-03-13T03:29:57,1,silver
31252,SA,Jeddah,2025-07-01T09:17:27,0,none
31253,SA,Jeddah,2025-09-15T09:50:48,0,none
31254,AE,Dubai,2024-03-16T23:13:46,0,none
31255,EG,Alexandria,2024-08-08T07:45:04,0,none
31256,SA,Madinah,2025-06-03T10:06:18,0,silver
31257,AE,Abu Dhabi,2025-09-26T12:29:03,1,gold
31258,AE,Sharjah,2024-09-15T11:48:08,0,none
31259,SA,Tabuk,2025-01-18T13:27:26,1,silver
31260,SA,Dammam,2025-05-30T06:51:10,0,silver
31261,SA,Khobar,2025-04-18T12:22:27,0,none
31262,SA,Madinah,2024-09-19T13:10:50,0,none
31263,SA,Tabuk,2024-12-13T08:11:54,0,silver
31264,SA,Dammam,2024-03-23T00:03:17,0,silver
31265,SA,Riyadh,2025-03-28T08:40:45,1,gold
31266,EG,Alexandria,2024-09-09T05:41:02,0,silver
31267,SA,Jeddah,2026-01-18T09:16:55,0,none
31268,BH,Manama,2024-01-04T17:47:22,0,none
31269,SA,Khobar,2024-01-20T07:46:21,0,silver
31270,SA,Jeddah,2025-10-30T09:28:55,0,none
31271,AE,Dubai,2024-11-28T23:28:53,0,none
31272,SA,Khobar,2025-12-08T06:50:40,0,none
31273,BH,Manama,2025-07-23T14:59:42,1,gold
31274,SA,Madinah,2024-11-24T23:31:05,0,gold
31275,SA,Jeddah,2024-11-06T04:30:38,1,gold
31276,AE,Dubai,2025-08-28T01:06:00,1,silver
31277,AE,Sharjah,2024-04-22T20:18:26,1,gold
31278,EG,Alexandria,2024-06-05T05:48:18,0,gold
31279,EG,Alexandria,2025-04-04T11:46:20,0,none
31280,SA,Jeddah,2024-04-29T15:23:47,1,silver
31281,EG,Alexandria,2026-02-14T22:39:39,0,silver
31282,AE,Ajman,2025-04-23T14:51:04,0,none
31283,AE,Dubai,2026-02-23T04:14:12,0,silver
31284,SA,Tabuk,2024-07-02T02:55:30,0,none
31285,QA,Doha,2024-03-20T22:52:40,0,none
31286,EG,Alexandria,2024-07-19T03:10:20,0,silver
31287,SA,Dammam,2025-01-22T04:53:21,0,none
31288,SA,Dammam,2024-03-03T09:51:32,1,silver
31289,AE,Abu Dhabi,2025-05-16T14:21:35,1,gold
31290,QA,Doha,2024-06-21T14:11:58,0,silver
31291,SA,Makkah,2025-12-04T13:27:32,1,gold
31292,KW,Kuwait City,2024-09-30T17:59:16,1,silver
31293,SA,Dammam,2024-10-20T12:36:56,0,none
31294,SA,Khobar,2025-03-20T14:36:40,0,silver
31295,AE,Dubai,2025-03-02T03:19:38,0,silver
31296,SA,Khobar,2024-10-19T23:48:57,0,gold
31297,SA,Jeddah,2025-02-16T08:24:20,0,none
31298,AE,Dubai,2025-08-22T22:34:11,1,silver
31299,SA,Tabuk,2025-11-26T03:23:23,0,none
31300,SA,Tabuk,2025-04-10T09:09:19,0,none
31301,SA,Madinah,2025-03-23T19:45:43,0,none
31302,SA,Tabuk,2025-07-11T13:45:24,0,none
31303,SA,Khobar,2025-03-11T08:41:46,0,none
31304,SA,Makkah,2025-10-05T18:31:27,0,none
31305,QA,Doha,2024-01-22T18:35:12,0,none
31306,AE,Dubai,2025-11-30T07:17:04,0,none
31307,AE,Dubai,2026-01-21T08:23:20,0,none
31308,SA,Khobar,2025-12-04T04:41:47,0,none
31309,SA,Tabuk,2025-11-01T05:06:50,0,none
31310,KW,Kuwait City,2025-03-16T11:00:35,0,silver
31311,AE,Abu Dhabi,2024-05-03T20:54:53,0,none
31312,EG,Alexandria,2025-07-01T14:09:03,0,none
31313,SA,Madinah,2024-04-05T14:22:21,0,none
31314,AE,Abu Dhabi,2024-05-02T15:17:34,0,none
31315,SA,Khobar,2024-04-19T02:38:53,0,none
31316,SA,Riyadh,2025-10-01T16:20:32,0,none
31317,EG,Cairo,2024-10-04T04:33:28,1,silver
31318,SA,Makkah,2024-12-28T22:28:14,0,silver
31319,SA,Madinah,2025-10-07T02:02:59,1,silver
31320,SA,Jeddah,2025-04-21T16:05:29,0,none
31321,AE,Ajman,2025-07-14T11:45:22,0,none
31322,EG,Cairo,2024-03-10T22:14:47,0,silver
31323,SA,Riyadh,2025-02-05T21:03:55,0,none
31324,OM,Muscat,2026-01-20T19:59:59,0,silver
31325,SA,Jeddah,2025-10-29T02:28:16,1,gold
31326,KW,Kuwait City,2024-11-02T06:13:35,0,none
31327,AE,Sharjah,2024-09-02T03:13:37,0,none
31328,QA,Doha,2025-11-01T13:07:11,0,gold
31329,EG,Alexandria,2025-05-11T16:02:06,0,none
31330,SA,Tabuk,2024-04-30T19:50:35,0,none
31331,SA,Khobar,2025-02-27T18:49:48,0,none
31332,EG,Cairo,2025-02-01T08:05:07,0,silver
31333,EG,Cairo,2026-01-02T14:26:29,0,silver
31334,AE,Dubai,2025-09-21T14:39:01,1,platinum
31335,AE,Dubai,2024-06-05T21:23:46,0,silver
31336,SA,Tabuk,2025-07-31T18:40:31,0,none
31337,SA,Dammam,2024-04-21T00:45:40,0,silver
31338,SA,Jeddah,2025-03-13T12:01:48,0,none
