refund_id,order_id,refund_ts,reason,amount
6638,56258,2026-01-23T19:57:34,merchant_cancel,298.98
6639,461427,2025-10-17T04:51:42,merchant_cancel,207.27
6640,133773,2025-11-26T08:19:47,customer_return,81.11
6641,445600,2024-04-20T03:33:25,customer_return,14.47
6642,249574,2024-02-26T07:38:07,delivery_issue,143.31
6643,121198,2024-06-25T01:14:36,duplicate_charge,3.28
6644,186321,2024-08-03T16:31:38,other,19.96
6645,129102,2025-12-21T18:16:01,fraud,52.05
6646,343079,2026-03-01T05:49:10,customer_return,27.04
6647,253610,2024-01-09T09:22:54,merchant_cancel,218.91
6648,221360,2026-02-15T03:52:08,customer_return,193.25
6649,243554,2024-09-14T14:16:48,customer_return,301.72
6650,143805,2025-04-01T14:57:08,fraud,493.19
6651,446699,2025-01-29T12:50:46,customer_return,205.9
6652,332026,2024-09-14T18:05:05,merchant_cancel,154.11
6653,109849,2024-03-15T23:25:29,fraud,15.94
6654,282183,2025-06-02T02:28:04,merchant_cancel,79.62
6655,263369,2026-01-08T11:01:42,delivery_issue,235.06
6656,72746,2024-05-16T20:33:46,customer_return,165.03
6657,69919,2025-02-25T04:06:53,delivery_issue,131.75
6658,425699,2025-07-18T01:28:01,fraud,11.39
6659,72178,2026-02-08T13:03:11,customer_return,69.8
6660,252439,2024-06-02T14:49:48,customer_return,21.85
6661,439158,2024-07-08T03:15:17,delivery_issue,62.03
6662,77901,2024-01-13T04:50:42,duplicate_charge,1.06
6663,381264,2024-04-06T23:58:58,customer_return,61.44
6664,239867,2025-01-27T08:50:07,customer_return,229.07
6665,282296,2024-12-31T20:06:00,merchant_cancel,51.15
6666,139288,2026-01-21T01:49:27,customer_return,125.89
6667,227058,2024-08-22T23:04:52,duplicate_charge,17.97
6668,324040,2026-02-12T09:05:01,customer_return,166.05
6669,51460,2025-04-17T20:52:35,merchant_cancel,548.79
6670,372982,2024-12-02T04:51:10,delivery_issue,26.46
6671,291528,2025-10-18T15:46:32,other,133.98
6672,226011,2025-01-07T23:49:42,customer_return,38.86
6673,49109,2025-03-10T11:36:04,customer_return,104.66
6674,160361,2025-02-18T06:56:49,customer_return,64.14
6675,499467,2025-01-05T09:26:11,customer_return,57.48
6676,153869,2024-06-10T12:02:33,customer_return,290.18
6677,498430,2024-03-25T17:29:38,customer_return,32.45
6678,146903,2024-06-19T03:47:53,customer_return,41.37
6679,87187,2024-08-30T16:07:04,delivery_issue,46.46
6680,480067,2025-06-12T00:18:01,merchant_cancel,55.04
6681,445923,2024-06-20T21:34:13,other,130.13
6682,127406,2025-04-11T04:53:23,other,116.23
6683,184079,2025-10-18T10:20:36,fraud,5.93
6684,147728,2025-06-05T15:10:43,delivery_issue,37.18
6685,226389,2024-01-22T04:06:42,fraud,12.14
6686,430970,2024-10-24T06:34:59,delivery_issue,342.63
6687,398725,2025-01-08T21:41:46,merchant_cancel,378.01
6688,364985,2024-08-06T10:13:25,customer_return,154.73
6689,15738,2025-09-27T11:46:39,customer_return,153.88
6690,83344,2025-04-30T21:08:05,fraud,8.59
6691,236771,2025-04-08T12:12:07,customer_return,52.73
6692,324243,2025-10-10T06:07:15,duplicate_charge,100.23
6693,133249,2025-09-05T20:19:42,merchant_cancel,51.9
6694,381933,2025-10-04T00:34:45,merchant_cancel,77.75
6695,261868,2025-01-24T17:58:43,merchant_cancel,99.55
6696,111233,2024-06-24T23:00:29,delivery_issue,66.64
6697,334241,2025-04-29T14:12:04,duplicate_charge,241.37
6698,73367,2025-05-13T04:59:26,customer_return,33.44
6699,346888,2025-09-27T05:17:16,merchant_cancel,1.97
6700,201652,2025-04-19T03:44:14,customer_return,51.81
6701,488665,2025-01-17T19:42:11,other,84.36
6702,352441,2025-02-24T11:40:41,customer_return,36.37
6703,178297,2026-01-11T14:31:38,customer_return,48.72
6704,24232,2025-12-18T19:39:04,merchant_cancel,22.97
6705,362503,2025-04-25T09:35:49,merchant_cancel,49.53
6706,169804,2026-01-03T02:13:08,delivery_issue,45.41
6707,93797,2025-09-07T23:32:48,other,57.52
6708,423722,2025-08-28T05:21:37,customer_return,27.14
6709,56358,2024-12-28T13:49:21,delivery_issue,76.2
6710,123288,2025-11-24T13:55:22,fraud,36.87
6711,60050,2025-09-04T10:56:13,merchant_cancel,36.23
6712,293253,2024-01-31T12:01:15,customer_return,2.45
6713,339764,2025-10-25T00:11:51,delivery_issue,82.63
6714,213512,2025-04-07T10:39:49,customer_return,19.06
6715,107865,2025-03-18T20:25:06,customer_return,215.77
6716,397861,2025-05-16T06:35:02,customer_return,21.08
6717,309955,2026-02-23T04:00:54,customer_return,34.31
6718,483861,2024-12-29T17:19:48,other,43.65
6719,476738,2024-10-12T05:29:51,merchant_cancel,42.18
6720,345574,2025-01-30T12:25:59,customer_return,39.5
6721,138708,2024-03-21T15:29:10,customer_return,96.48
6722,88043,2025-09-22T13:52:25,merchant_cancel,28.02
6723,373556,2024-04-24T04:40:14,merchant_cancel,8.54
6724,394126,2025-09-16T04:21:22,customer_return,5.65
6725,136601,2025-08-18T17:50:45,merchant_cancel,287.24
6726,242358,2026-03-13T09:04:41,duplicate_charge,182.13
6727,404114,2025-12-03T23:55:32,duplicate_charge,75.0
6728,149609,2024-09-03T17:21:08,delivery_issue,2.27
6729,205564,2024-12-20T11:52:19,customer_return,67.34
6730,438969,2025-01-21T11:50:01,customer_return,128.86
6731,59224,2024-08-28T19:03:23,customer_return,124.48
6732,57376,2024-12-25T13:18:01,duplicate_charge,49.79
6733,165849,2025-05-01T16:33:43,customer_return,2.19
6734,260280,2024-08-31T15:02:39,customer_return,68.72
6735,79502,2024-03-12T06:27:20,fraud,142.55
6736,331360,2024-05-16T21:24:04,fraud,96.92
6737,3095,2025-05-15T09:12:40,delivery_issue,189.27
6738,141832,2026-02-10T19:01:19,customer_return,410.07
6739,376553,2025-12-31T19:24:49,merchant_cancel,48.54
6740,343893,2025-02-21T16:16:26,delivery_issue,243.95
6741,365959,2025-04-15T09:03:25,customer_return,45.67
6742,126956,2025-09-09T01:44:15,customer_return,69.16
6743,332263,2025-03-25T11:05:30,customer_return,164.1
6744,186776,2025-04-12T02:22:30,customer_return,125.9
6745,114793,2024-08-03T21:51:58,customer_return,55.9
6746,73999,2025-11-16T09:46:27,customer_return,298.57
6747,173986,2024-06-21T02:58:49,customer_return,217.81
6748,157611,2025-01-21T05:07:25,merchant_cancel,30.55
6749,232852,2026-02-21T11:54:40,delivery_issue,117.65
6750,60597,2024-07-22T08:32:51,other,175.52
6751,227418,2025-05-14T16:55:30,merchant_cancel,139.33
6752,439397,2024-04-15T05:38:40,delivery_issue,17.23
6753,369118,2025-11-30T19:57:27,merchant_cancel,11.57
6754,165286,2024-03-25T18:35:36,duplicate_charge,117.43
6755,251989,2025-10-09T16:51:34,other,412.82
6756,98462,2025-01-10T06:30:27,delivery_issue,36.58
6757,94124,2025-03-13T18:20:54,merchant_cancel,34.86
6758,294233,2025-10-31T06:28:05,customer_return,12.57
6759,266031,2025-06-13T05:13:37,fraud,598.42
6760,364067,2025-07-15T02:19:51,delivery_issue,91.9
6761,200368,2024-06-10T14:26:55,delivery_issue,2.46
6762,494355,2025-09-04T11:20:29,customer_return,23.67
6763,441842,2024-06-01T15:04:21,customer_return,225.39
6764,379674,2025-04-11T17:48:57,customer_return,50.66
6765,41247,2024-07-03T07:10:07,customer_return,53.49
6766,222048,2025-07-01T05:37:34,delivery_issue,14.49
6767,72178,2026-01-21T13:48:38,customer_return,160.61
6768,463403,2025-05-11T16:04:20,duplicate_charge,49.51
6769,285360,2025-07-11T23:29:22,fraud,43.9
6770,103035,2024-08-22T11:52:18,customer_return,81.03
6771,359787,2025-02-01T20:33:18,delivery_issue,85.64
6772,319935,2025-06-04T07:38:32,merchant_cancel,112.48
6773,212122,2025-06-19T16:56:10,duplicate_charge,97.04
6774,488905,2025-02-08T12:49:03,customer_return,51.17
6775,133224,2024-04-25T11:29:34,merchant_cancel,100.34
6776,54408,2024-05-12T10:56:43,merchant_cancel,78.27
6777,452550,2024-11-08T02:13:50,merchant_cancel,16.22
6778,399770,2024-05-29T12:17:13,customer_return,21.87
6779,223823,2024-05-12T16:03:49,duplicate_charge,116.87
6780,270188,2024-02-10T20:45:14,fraud,111.86
6781,196110,2025-02-09T16:11:36,merchant_cancel,540.64
6782,398521,2024-09-18T04:51:21,delivery_issue,195.76
6783,13302,2024-08-25T11:48:50,merchant_cancel,41.24
6784,58609,2024-08-07T21:06:07,delivery_issue,35.07
6785,280655,2024-09-26T00:13:08,customer_return,39.29
6786,354054,2024-09-14T05:46:12,customer_return,182.12
6787,474712,2024-01-18T13:53:14,other,121.98
6788,404065,2024-05-24T07:13:00,customer_return,0.37
6789,373036,2024-03-16T06:34:26,delivery_issue,165.26
6790,24040,2025-12-22T13:32:47,merchant_cancel,143.61
6791,356440,2025-05-31T07:25:31,duplicate_charge,47.37
6792,425680,2024-02-24T19:25:27,merchant_cancel,103.1
6793,250055,2025-06-25T22:48:41,merchant_cancel,111.74
6794,116196,2025-09-25T04:58:07,delivery_issue,195.39
6795,307630,2026-03-05T00:23:49,delivery_issue,50.58
6796,163859,2025-07-16T18:16:50,fraud,107.74
6797,466197,2024-09-18T07:33:56,customer_return,134.12
6798,94934,2025-11-18T17:23:17,customer_return,32.62
6799,344331,2024-02-28T23:48:24,customer_return,538.1
6800,488447,2024-04-27T14:16:10,customer_return,111.84
6801,5366,2026-01-30T23:48:49,delivery_issue,79.04
6802,454719,2024-07-25T23:19:45,customer_return,79.32
6803,253075,2025-05-08T07:33:21,delivery_issue,29.09
6804,361868,2024-11-11T10:46:16,merchant_cancel,107.19
6805,380361,2024-04-20T16:51:18,merchant_cancel,3.59
6806,341677,2024-08-22T18:47:57,duplicate_charge,77.45
6807,271899,2025-10-26T08:35:14,other,354.67
6808,299559,2024-01-29T22:46:57,customer_return,66.72
6809,67908,2025-01-03T10:43:11,delivery_issue,383.19
6810,223143,2025-08-28T17:02:38,customer_return,141.21
6811,115330,2025-03-09T22:35:46,duplicate_charge,303.61
6812,186106,2025-05-01T19:17:57,customer_return,73.04
6813,242932,2024-08-24T03:31:39,customer_return,9.76
6814,83002,2025-01-19T21:35:01,customer_return,83.56
6815,142380,2024-01-30T03:51:49,customer_return,9.46
6816,103621,2025-06-14T17:31:39,customer_return,335.11
6817,428257,2025-10-04T03:40:58,other,15.71
6818,498456,2025-06-02T13:07:02,delivery_issue,164.19
6819,317270,2025-10-31T09:33:58,fraud,63.56
6820,299743,2025-01-17T19:04:01,other,227.67
6821,423311,2024-03-12T18:15:53,fraud,17.11
6822,306298,2025-09-20T14:22:27,customer_return,12.29
6823,432459,2024-01-17T23:25:09,fraud,28.32
6824,297895,2024-04-17T11:06:57,customer_return,158.91
6825,307187,2024-05-20T20:42:40,duplicate_charge,220.77
6826,157815,2025-06-28T03:02:51,other,126.06
6827,258162,2024-03-31T11:04:39,duplicate_charge,3.31
6828,257712,2024-02-17T06:32:04,merchant_cancel,99.2
6829,76849,2025-02-26T02:13:41,delivery_issue,87.55
6830,465570,2025-11-26T17:41:55,merchant_cancel,107.08
6831,205850,2025-10-03T17:47:28,fraud,204.21
6832,274641,2026-02-24T04:46:04,customer_return,217.06
6833,257238,2024-08-30T23:15:21,duplicate_charge,80.46
6834,209991,2026-02-18T20:32:20,duplicate_charge,28.52
6835,242699,2024-01-17T03:55:24,other,271.35
6836,119175,2024-04-13T11:03:37,customer_return,122.61
6837,214546,2026-02-15T07:15:59,customer_return,64.16
6838,233986,2025-01-23T00:15:06,customer_return,11.07
6839,263323,2026-02-15T08:51:59,duplicate_charge,6.06
6840,155666,2025-12-03T02:14:22,fraud,114.04
6841,330762,2024-02-16T05:45:54,other,158.92
6842,209772,2025-10-26T02:28:54,duplicate_charge,26.62
6843,286225,2024-08-10T04:06:58,merchant_cancel,154.57
6844,344145,2025-12-10T13:40:11,merchant_cancel,98.93
6845,183487,2026-02-28T16:54:19,customer_return,4.04
6846,406155,2025-01-03T07:20:41,delivery_issue,762.87
6847,372474,2025-03-01T09:58:12,customer_return,122.91
6848,237483,2025-04-03T20:38:35,other,17.14
6849,77597,2024-02-17T20:32:41,fraud,156.03
6850,197201,2024-04-24T23:06:51,delivery_issue,22.04
6851,402035,2025-08-02T11:05:03,customer_return,83.27
6852,432972,2024-09-24T10:52:00,customer_return,295.35
6853,271455,2024-05-25T07:25:01,customer_return,401.59
6854,156486,2024-04-04T22:34:04,delivery_issue,17.9
6855,306737,2025-09-06T04:25:16,merchant_cancel,35.61
6856,371357,2025-11-08T21:53:19,delivery_issue,133.86
6857,236261,2025-10-29T05:17:49,delivery_issue,20.07
6858,226532,2026-02-01T14:55:36,delivery_issue,163.31
6859,276715,2025-10-28T21:06:17,fraud,174.0
6860,4086,2024-02-17T18:14:04,delivery_issue,53.01
6861,228595,2024-03-01T18:57:59,customer_return,645.71
6862,293333,2025-10-14T13:18:34,customer_return,135.75
6863,38939,2025-03-03T11:07:38,duplicate_charge,65.17
6864,339475,2025-01-08T23:37:53,customer_return,111.81
6865,345222,2024-12-24T23:50:17,customer_return,79.55
6866,355874,2025-05-14T16:44:11,merchant_cancel,125.47
6867,206229,2025-01-03T16:31:58,fraud,1.37
6868,315028,2024-03-23T10:20:23,customer_return,23.39
6869,494715,2024-08-04T07:33:54,delivery_issue,102.66
6870,312376,2025-04-29T02:20:52,merchant_cancel,42.99
6871,49555,2024-02-03T02:41:16,delivery_issue,148.91
6872,466188,2024-06-10T23:05:20,delivery_issue,23.33
6873,463967,2025-03-17T08:10:34,merchant_cancel,42.21
6874,358962,2024-06-30T18:44:28,other,141.3
6875,375454,2025-05-02T11:10:18,customer_return,6.32
6876,405503,2025-02-17T11:11:14,delivery_issue,49.15
6877,28174,2024-02-21T19:17:57,merchant_cancel,33.53
6878,11647,2024-06-08T19:05:15,customer_return,71.61
6879,12645,2024-06-04T16:59:35,merchant_cancel,28.94
6880,298993,2025-09-20T18:49:28,merchant_cancel,8.03
6881,64491,2024-01-28T05:59:05,other,18.92
6882,142637,2025-09-25T02:21:22,customer_return,257.65
6883,285429,2024-02-20T02:32:51,merchant_cancel,207.71
6884,121323,2024-06-16T01:47:04,delivery_issue,77.23
6885,191367,2025-01-23T23:57:11,delivery_issue,146.41
6886,244548,2025-09-12T02:52:18,other,96.79
6887,396262,2024-07-31T15:05:53,other,117.27
6888,46402,2024-07-01T15:23:21,customer_return,238.68
6889,421819,2024-10-16T20:26:59,other,181.19
6890,19462,2025-05-24T01:40:38,duplicate_charge,245.66
6891,291,2024-11-04T19:56:36,merchant_cancel,53.94
6892,229568,2025-04-24T15:56:19,customer_return,71.5
6893,249941,2025-02-17T02:37:52,merchant_cancel,42.09
6894,433433,2026-02-19T04:01:49,duplicate_charge,123.17
6895,426557,2024-03-30T14:44:24,delivery_issue,114.48
6896,274051,2026-03-04T17:40:12,customer_return,95.6
6897,143588,2024-04-30T12:54:10,duplicate_charge,169.64
6898,290260,2025-10-13T17:45:33,merchant_cancel,61.34
6899,400131,2025-05-07T07:47:01,merchant_cancel,254.2
6900,3756,2025-06-30T15:39:57,customer_return,112.52
6901,101665,2025-09-01T19:59:48,fraud,24.84
6902,76231,2025-01-22T18:53:56,merchant_cancel,27.45
6903,359419,2025-08-13T15:36:33,duplicate_charge,237.77
6904,7128,2024-11-17T20:22:38,customer_return,99.34
6905,57215,2025-04-18T02:55:34,delivery_issue,64.11
6906,423656,2025-11-27T23:14:35,other,192.07
6907,489817,2024-12-07T15:05:13,delivery_issue,155.85
6908,358818,2024-07-25T11:20:35,delivery_issue,42.22
6909,386753,2026-02-20T10:44:06,customer_return,24.16
6910,474282,2025-06-30T15:18:07,delivery_issue,91.14
6911,460918,2024-04-19T09:40:05,duplicate_charge,44.65
6912,286661,2025-10-28T12:37:33,customer_return,302.24
6913,334990,2024-06-08T10:40:32,customer_return,77.98
6914,428736,2026-03-08T08:24:11,customer_return,14.09
6915,145667,2024-10-30T13:27:22,other,135.03
6916,331472,2025-06-06T06:27:05,customer_return,171.7
6917,155557,2025-07-02T10:23:56,customer_return,9.82
6918,400074,2024-12-29T21:49:44,customer_return,26.93
6919,467916,2024-04-10T15:34:59,other,52.52
6920,315065,2025-09-12T13:12:30,fraud,36.62
6921,348447,2025-12-07T20:40:07,customer_return,167.67
6922,200625,2024-10-05T05:43:49,delivery_issue,9.44
6923,226336,2024-05-09T10:29:26,merchant_cancel,104.28
6924,21866,2025-11-27T01:23:16,customer_return,224.61
6925,151251,2024-12-09T00:25:06,duplicate_charge,111.8
6926,281083,2026-01-16T14:29:27,delivery_issue,201.98
6927,272147,2025-04-29T03:54:56,duplicate_charge,32.9
6928,498714,2025-08-27T02:18:51,customer_return,503.34
6929,421650,2025-02-22T08:39:55,fraud,232.41
6930,105956,2024-10-15T17:14:05,duplicate_charge,230.71
6931,435883,2025-05-23T01:33:45,duplicate_charge,418.56
6932,143677,2024-05-21T12:02:42,duplicate_charge,2.31
6933,259244,2025-12-09T05:00:59,merchant_cancel,32.76
6934,69050,2024-04-13T06:23:44,customer_return,59.07
6935,143042,2025-10-01T23:44:17,other,44.34
6936,302548,2025-06-28T17:31:50,customer_return,39.82
6937,27511,2024-10-19T19:06:39,customer_return,254.72
6938,465373,2024-06-19T12:41:55,customer_return,112.76
6939,207262,2026-02-23T10:59:22,merchant_cancel,173.18
6940,200975,2024-04-02T20:30:46,customer_return,52.18
6941,370930,2024-12-21T09:56:58,delivery_issue,64.76
6942,276601,2024-04-30T03:01:07,duplicate_charge,164.94
6943,188469,2025-10-04T05:34:44,merchant_cancel,106.41
6944,269345,2025-07-25T22:58:54,customer_return,131.6
6945,160740,2025-06-18T06:38:30,other,177.07
6946,97954,2025-10-16T00:14:32,delivery_issue,32.65
6947,139909,2024-11-08T11:14:58,customer_return,82.44
6948,104204,2024-07-21T10:14:28,delivery_issue,171.86
6949,125561,2025-12-29T12:34:05,customer_return,0.89
6950,373280,2025-12-04T16:25:29,delivery_issue,37.01
6951,96353,2024-02-28T01:31:26,fraud,118.32
6952,483449,2025-08-04T01:00:07,customer_return,33.88
6953,151186,2024-08-24T08:04:27,duplicate_charge,240.57
6954,491657,2024-10-04T10:16:15,customer_return,126.0
6955,415917,2024-05-04T03:01:25,delivery_issue,2.69
6956,490813,2025-06-25T11:50:53,merchant_cancel,93.86
6957,340389,2025-11-01T10:12:11,customer_return,20.75
6958,339120,2025-10-08T09:40:06,delivery_issue,24.56
6959,74246,2025-01-06T07:02:40,customer_return,13.13
6960,121198,2024-06-22T19:12:11,customer_return,11.08
6961,281519,2024-11-21T20:09:11,customer_return,98.17
6962,478293,2025-03-18T00:53:14,customer_return,1.13
6963,360372,2025-01-17T09:28:25,customer_return,336.58
6964,109661,2025-12-30T18:03:07,customer_return,39.59
6965,423587,2025-08-05T07:24:52,duplicate_charge,288.64
6966,353022,2024-07-28T04:57:38,merchant_cancel,196.46
6967,33483,2025-10-05T01:01:17,merchant_cancel,68.99
6968,175919,2024-07-17T18:58:25,other,32.75
6969,499527,2025-04-23T16:31:24,delivery_issue,131.54
6970,346436,2026-01-23T09:01:37,delivery_issue,52.61
6971,150139,2025-10-07T04:19:18,customer_return,211.79
6972,15458,2024-10-09T19:47:02,duplicate_charge,22.74
6973,394564,2025-02-27T08:33:12,merchant_cancel,56.96
6974,152409,2024-12-30T11:58:40,merchant_cancel,78.09
6975,299562,2024-07-14T15:14:52,delivery_issue,21.48
6976,499864,2025-08-24T02:59:17,customer_return,63.71
6977,14973,2025-01-24T08:02:45,merchant_cancel,2.37
6978,124925,2024-12-27T20:29:49,customer_return,77.87
6979,145535,2024-04-14T05:07:16,delivery_issue,94.34
6980,356009,2025-11-19T23:25:00,merchant_cancel,21.82
6981,80718,2024-07-15T04:07:49,customer_return,78.69
6982,261549,2025-10-02T08:19:38,delivery_issue,33.19
6983,190014,2025-10-24T14:34:24,other,225.65
6984,199806,2025-08-09T18:01:42,delivery_issue,1.19
6985,205685,2025-12-28T16:47:27,fraud,1.81
6986,328789,2025-01-12T16:30:03,merchant_cancel,16.45
6987,438615,2025-05-15T15:40:40,customer_return,34.45
6988,201890,2026-02-02T08:55:38,delivery_issue,156.42
6989,284569,2024-02-25T23:26:58,customer_return,8.54
6990,134248,2024-10-27T03:25:07,duplicate_charge,188.26
6991,204401,2025-01-05T07:59:07,delivery_issue,80.46
6992,444527,2026-01-14T10:12:39,other,332.95
6993,410572,2025-05-06T06:15:10,fraud,32.76
6994,270150,2025-01-17T20:54:30,delivery_issue,38.47
6995,188269,2025-05-24T15:51:10,fraud,100.22
6996,457782,2026-02-22T09:34:47,fraud,136.81
6997,358470,2025-02-26T03:25:22,delivery_issue,16.68
6998,138751,2025-06-05T15:38:57,merchant_cancel,18.34
6999,402021,2024-09-05T14:37:41,duplicate_charge,217.37
7000,144935,2025-12-04T10:38:32,duplicate_charge,21.45
7001,139356,2024-12-23T13:47:08,delivery_issue,324.34
7002,487749,2024-12-11T07:03:11,merchant_cancel,167.1
7003,308336,2025-01-24T19:19:08,duplicate_charge,33.39
7004,314759,2025-10-10T00:23:28,delivery_issue,187.07
7005,116845,2024-06-27T13:02:32,customer_return,4.14
7006,57439,2025-07-28T09:09:15,delivery_issue,147.19
7007,83532,2026-02-08T15:38:52,customer_return,142.08
7008,215327,2025-05-06T05:44:58,delivery_issue,9.26
7009,245494,2025-11-10T21:07:54,fraud,101.49
7010,134854,2025-01-26T19:56:13,merchant_cancel,29.78
7011,328180,2025-11-06T21:42:20,customer_return,59.06
7012,375004,2025-08-27T02:02:49,customer_return,150.73
7013,405408,2025-03-02T04:48:47,customer_return,2.74
7014,74873,2024-02-12T15:35:36,customer_return,252.49
7015,20651,2024-06-23T10:58:22,other,2.74
7016,318026,2024-10-06T08:43:19,customer_return,57.81
7017,197031,2025-11-28T00:30:55,customer_return,58.43
7018,141501,2025-10-14T18:58:32,duplicate_charge,147.52
7019,486774,2024-04-17T03:16:09,customer_return,147.93
7020,142823,2024-07-23T15:09:27,customer_return,209.92
7021,158286,2025-11-21T01:13:58,duplicate_charge,102.85
7022,483349,2025-09-22T01:03:51,customer_return,170.52
7023,10462,2024-04-25T19:23:59,other,7.0
7024,56689,2025-06-19T10:01:30,customer_return,110.55
7025,25955,2026-01-24T09:53:07,customer_return,49.82
7026,201512,2024-12-03T06:03:20,other,21.27
7027,210396,2025-09-29T20:38:12,customer_return,93.74
7028,118416,2024-01-09T12:28:54,delivery_issue,249.24
7029,216100,2024-08-19T02:21:57,merchant_cancel,61.01
7030,416216,2024-02-05T00:36:00,fraud,157.96
7031,195481,2025-04-08T21:01:53,customer_return,187.96
7032,142554,2025-06-20T07:44:17,other,148.85
7033,37780,2024-02-03T18:26:17,customer_return,162.7
7034,475856,2025-08-05T07:01:16,merchant_cancel,137.02
7035,152393,2024-04-13T01:32:12,delivery_issue,1.81
7036,364838,2026-02-07T15:48:24,customer_return,38.63
7037,219276,2025-06-20T19:02:38,delivery_issue,130.01
7038,270508,2025-11-25T05:00:58,fraud,19.44
7039,422392,2024-05-07T17:28:31,customer_return,12.69
7040,94696,2024-12-20T15:44:38,fraud,54.33
7041,410268,2024-08-18T10:18:50,customer_return,188.41
7042,396608,2025-05-25T07:13:31,merchant_cancel,17.73
7043,161409,2024-07-13T06:49:39,other,137.29
7044,446455,2025-03-08T12:57:15,delivery_issue,2.48
7045,69194,2025-08-29T02:03:17,customer_return,148.25
7046,193806,2025-05-20T20:42:49,merchant_cancel,119.22
7047,211712,2024-12-30T02:49:54,delivery_issue,12.78
7048,226038,2025-09-07T16:49:30,fraud,146.7
7049,65503,2024-10-08T22:32:59,customer_return,13.92
7050,145437,2024-02-13T02:27:09,merchant_cancel,1.76
7051,449102,2025-11-07T12:46:27,merchant_cancel,86.96
7052,169485,2024-02-24T06:30:46,duplicate_charge,373.55
7053,412001,2025-01-23T03:23:02,duplicate_charge,43.72
7054,164813,2025-05-26T05:06:52,merchant_cancel,76.46
7055,154915,2025-10-27T22:23:18,fraud,79.23
7056,187258,2025-10-09T06:27:14,fraud,3.63
7057,276444,2024-05-15T10:51:39,delivery_issue,58.87
7058,231671,2024-03-22T00:30:45,customer_return,246.4
7059,252777,2024-02-08T16:58:51,customer_return,205.07
7060,424086,2024-10-30T14:53:47,customer_return,104.91
7061,364019,2024-08-29T13:40:30,customer_return,175.81
7062,70878,2024-05-11T10:23:33,delivery_issue,71.71
7063,272427,2025-01-06T18:43:42,customer_return,85.23
7064,64061,2024-08-20T05:14:40,duplicate_charge,127.08
7065,155930,2026-01-09T13:26:51,customer_return,30.23
7066,423999,2025-09-22T17:26:20,delivery_issue,200.92
7067,427508,2024-10-04T09:17:07,delivery_issue,81.34
7068,387354,2026-01-22T15:37:45,customer_return,54.1
7069,258172,2024-05-19T05:10:07,other,5.39
7070,14129,2025-02-03T05:29:19,customer_return,107.05
7071,228157,2025-02-04T17:02:15,other,147.91
7072,302905,2025-01-01T13:47:34,other,243.99
7073,380088,2024-09-20T22:31:40,customer_return,163.28
7074,11367,2025-02-22T03:45:01,merchant_cancel,44.62
7075,139420,2025-04-29T11:07:05,duplicate_charge,67.91
7076,362225,2024-01-16T11:34:23,delivery_issue,51.93
7077,168112,2024-09-29T08:44:39,delivery_issue,43.29
7078,93196,2024-07-08T13:52:22,customer_return,18.05
7079,142466,2024-05-27T20:48:14,customer_return,21.98
7080,180020,2024-04-20T18:21:20,customer_return,144.37
7081,444371,2025-11-12T10:45:00,customer_return,1.91
7082,171828,2024-09-19T15:37:46,fraud,91.21
7083,279895,2025-12-31T21:46:00,other,56.1
7084,168406,2026-02-22T20:15:48,fraud,251.11
7085,66792,2024-07-03T05:07:57,delivery_issue,154.5
7086,403525,2026-01-05T01:00:35,fraud,3.82
7087,211452,2024-06-11T16:03:15,duplicate_charge,73.17
7088,22326,2025-04-03T18:52:57,delivery_issue,76.13
7089,61542,2025-03-18T19:02:39,customer_return,32.85
7090,419227,2024-07-26T08:35:44,delivery_issue,1.89
7091,457141,2024-06-18T03:22:22,delivery_issue,138.27
7092,413420,2025-07-25T16:33:56,delivery_issue,26.93
7093,18343,2024-01-19T16:34:44,fraud,130.97
7094,86013,2025-11-11T20:57:20,merchant_cancel,104.03
7095,114170,2025-02-17T16:45:53,merchant_cancel,154.57
7096,327001,2024-05-09T00:24:35,fraud,30.02
7097,453974,2024-02-14T04:51:42,other,78.53
7098,323433,2024-01-07T10:23:24,merchant_cancel,177.67
7099,278913,2025-02-28T14:14:27,merchant_cancel,33.73
7100,120893,2024-10-14T17:27:49,other,53.93
7101,48969,2025-05-26T13:21:14,duplicate_charge,47.67
7102,45350,2024-09-18T14:38:52,fraud,136.4
7103,335099,2025-04-28T12:28:47,other,26.7
7104,171243,2024-08-31T19:06:48,merchant_cancel,17.82
7105,357533,2024-02-09T07:23:14,fraud,59.39
7106,77670,2026-02-06T11:24:11,fraud,158.83
7107,280827,2025-02-18T13:33:27,merchant_cancel,85.47
7108,199256,2025-12-29T15:32:06,duplicate_charge,4.26
7109,492373,2026-02-14T01:13:49,customer_return,103.09
7110,96051,2025-12-30T11:57:58,duplicate_charge,90.62
7111,37752,2024-03-24T02:09:09,fraud,41.57
7112,152623,2024-01-13T17:48:03,fraud,126.24
7113,113200,2025-11-09T12:42:53,customer_return,10.9
7114,197600,2025-04-18T10:45:26,customer_return,116.97
7115,430707,2026-01-10T21:03:24,duplicate_charge,183.67
7116,80803,2025-07-17T03:03:35,delivery_issue,17.23
7117,94438,2024-08-11T00:27:53,customer_return,127.56
7118,262045,2025-11-18T05:56:28,merchant_cancel,41.1
7119,423023,2025-10-22T22:02:20,merchant_cancel,116.2
7120,265444,2025-06-08T19:10:05,other,175.91
7121,401676,2025-12-06T17:44:43,fraud,271.03
