merchant_id,country,city,category,onboard_ts,risk_band
3151,SA,Khobar,electronics,2024-08-29T04:01:46,medium
3152,EG,Cairo,pharmacy,2026-01-01T21:27:14,low
3153,SA,Khobar,fashion,2024-07-07T02:26:18,low
3154,SA,Dammam,grocery,2025-06-06T02:35:41,medium
3155,SA,Makkah,home,2024-03-03T20:14:22,low
3156,SA,Madinah,grocery,2026-01-02T08:58:44,low
3157,AE,Sharjah,electronics,2025-05-22T03:13:55,low
3158,SA,Riyadh,sports,2024-08-12T10:41:40,low
3159,AE,Sharjah,grocery,2025-01-13T08:45:12,low
3160,SA,Makkah,home,2025-01-12T12:56:43,low
3161,SA,Riyadh,books,2024-02-03T13:22:33,low
3162,EG,Giza,grocery,2025-11-30T05:06:19,low
3163,SA,Dammam,grocery,2025-05-29T09:17:47,low
3164,SA,Madinah,fashion,2024-03-24T02:10:07,medium
3165,AE,Abu Dhabi,pharmacy,2026-02-19T23:58:59,low
3166,SA,Tabuk,sports,2025-05-29T08:03:23,low
3167,BH,Manama,sports,2024-05-04T11:34:34,medium
3168,SA,Jeddah,electronics,2025-07-04T06:21:49,low
3169,SA,Khobar,sports,2025-04-24T11:40:38,low
3170,SA,Khobar,home,2024-03-24T06:57:14,medium
3171,EG,Cairo,beauty,2024-06-26T20:26:02,low
3172,SA,Makkah,pharmacy,2024-05-28T13:57:56,medium
3173,AE,Sharjah,home,2024-06-10T16:03:30,low
3174,SA,Khobar,grocery,2024-06-25T13:41:28,medium
3175,SA,Madinah,books,2024-11-29T10:05:10,low
3176,SA,Makkah,electronics,2024-03-25T22:35:45,medium
3177,SA,Dammam,grocery,2024-03-17T13:59:03,low
3178,AE,Ajman,grocery,2025-05-08T07:39:05,low
3179,SA,Tabuk,books,2025-03-09T21:33:16,low
3180,SA,Khobar,fashion,2025-05-17T03:12:22,low
3181,AE,Abu Dhabi,home,2025-03-07T13:52:34,low
3182,SA,Madinah,electronics,2024-10-11T12:21:35,low
3183,SA,Dammam,fashion,2026-02-08T01:26:50,low
3184,SA,Jeddah,beauty,2024-06-13T10:46:30,low
3185,EG,Cairo,pharmacy,2024-03-26T08:52:03,medium
3186,AE,Dubai,electronics,2024-07-19T13:33:34,low
3187,SA,Tabuk,sports,2025-01-27T08:02:23,low
3188,SA,Madinah,electronics,2025-05-17T19:23:41,low
3189,AE,Dubai,electronics,2024-10-05T19:58:29,low
3190,SA,Khobar,electronics,2024-06-19T16:52:47,low
3191,AE,Sharjah,electronics,2024-01-25T11:25:53,medium
3192,SA,Riyadh,grocery,2025-12-19T02:23:59,low
3193,SA,Riyadh,electronics,2024-06-15T07:53:27,low
3194,SA,Riyadh,grocery,2024-05-18T03:50:15,low
3195,SA,Tabuk,beauty,2025-12-27T15:32:12,low
3196,SA,Madinah,electronics,2025-07-22T03:14:28,medium
3197,AE,Ajman,beauty,2025-03-03T18:59:29,low
3198,SA,Madinah,books,2025-06-07T15:32:18,low
3199,SA,Madinah,electronics,2024-12-17T16:42:35,low
3200,BH,Manama,grocery,2024-07-05T14:12:51,low
3201,SA,Madinah,pharmacy,2025-01-31T06:56:54,low
3202,SA,Khobar,home,2024-06-01T19:29:55,medium
3203,SA,Dammam,beauty,2026-02-03T11:42:28,low
3204,AE,Dubai,books,2025-12-11T06:18:56,medium
3205,BH,Manama,books,2024-04-15T03:00:22,high
3206,SA,Jeddah,home,2024-05-14T20:38:59,low
3207,AE,Abu Dhabi,grocery,2024-03-26T18:51:42,medium
3208,SA,Dammam,electronics,2026-01-29T21:45:33,low
3209,SA,Dammam,beauty,2025-05-25T00:27:29,low
3210,EG,Alexandria,fashion,2025-05-07T19:55:31,low
3211,AE,Sharjah,home,2024-08-31T12:18:17,medium
3212,SA,Jeddah,home,2024-04-24T03:49:37,low
3213,SA,Makkah,home,2025-07-27T10:53:16,low
3214,SA,Khobar,sports,2025-04-29T22:12:58,high
3215,SA,Tabuk,beauty,2026-01-01T08:57:10,medium
3216,BH,Manama,grocery,2024-02-13T06:46:17,medium
3217,SA,Jeddah,books,2025-02-02T02:10:45,low
3218,SA,Dammam,grocery,2024-01-16T02:48:27,low
3219,AE,Ajman,home,2024-02-04T06:38:33,medium
3220,SA,Makkah,home,2024-07-14T05:21:37,low
3221,SA,Khobar,electronics,2025-02-26T11:12:13,low
3222,SA,Tabuk,electronics,2025-11-13T17:58:43,low
3223,SA,Riyadh,fashion,2024-05-18T15:03:38,low
3224,SA,Jeddah,electronics,2025-09-10T22:15:39,low
3225,KW,Kuwait City,grocery,2024-11-23T13:42:04,low
3226,SA,Makkah,home,2024-04-19T11:35:01,low
3227,SA,Dammam,sports,2024-05-16T14:59:18,medium
3228,SA,Riyadh,home,2025-01-23T04:02:24,high
3229,QA,Doha,fashion,2025-11-23T00:51:39,medium
3230,AE,Ajman,fashion,2024-03-27T05:02:55,medium
3231,SA,Tabuk,grocery,2024-01-27T00:54:43,medium
3232,KW,Kuwait City,pharmacy,2024-05-04T15:36:50,low
3233,SA,Riyadh,fashion,2025-04-06T19:58:44,low
3234,SA,Tabuk,home,2025-11-24T07:13:14,medium
3235,SA,Tabuk,beauty,2024-07-27T07:09:46,low
3236,QA,Doha,pharmacy,2024-11-25T03:31:41,low
3237,EG,Giza,electronics,2024-09-30T20:29:54,low
3238,SA,Khobar,electronics,2025-11-24T04:12:34,medium
3239,SA,Madinah,electronics,2025-06-21T05:41:11,low
3240,SA,Makkah,sports,2025-06-14T13:13:31,medium
3241,AE,Dubai,grocery,2024-06-08T15:23:15,low
3242,SA,Dammam,electronics,2024-09-29T11:16:57,low
3243,SA,Tabuk,fashion,2025-03-08T23:45:58,low
3244,EG,Alexandria,electronics,2025-12-01T01:10:15,high
3245,AE,Abu Dhabi,beauty,2024-09-25T12:02:11,medium
3246,QA,Doha,electronics,2025-06-04T15:33:32,medium
3247,SA,Dammam,fashion,2025-07-16T12:53:35,low
3248,EG,Giza,grocery,2024-12-26T03:37:46,low
3249,SA,Tabuk,grocery,2025-10-04T10:18:39,medium
3250,EG,Cairo,home,2025-03-07T21:08:15,low
3251,SA,Tabuk,home,2025-12-05T08:07:24,medium
3252,SA,Madinah,sports,2025-04-19T22:57:00,low
3253,SA,Madinah,fashion,2024-12-18T09:03:34,low
3254,SA,Madinah,grocery,2024-03-09T22:59:55,medium
3255,AE,Sharjah,beauty,2025-11-07T10:09:25,low
3256,SA,Madinah,electronics,2025-09-15T11:04:09,medium
3257,AE,Abu Dhabi,fashion,2025-12-18T01:11:28,low
3258,KW,Kuwait City,home,2025-09-24T01:51:17,low
3259,SA,Riyadh,fashion,2024-03-06T01:09:56,low
3260,SA,Dammam,grocery,2025-07-13T12:40:41,low
3261,SA,Khobar,home,2026-01-05T17:14:26,low
3262,KW,Kuwait City,sports,2024-07-29T19:27:49,medium
3263,SA,Dammam,grocery,2025-04-21T07:39:49,low
3264,KW,Kuwait City,electronics,2025-02-21T05:01:09,low
3265,SA,Tabuk,books,2026-02-02T23:26:25,low
3266,QA,Doha,grocery,2025-12-08T14:05:26,high
3267,AE,Abu Dhabi,home,2025-04-11T20:55:05,low
3268,EG,Cairo,beauty,2024-08-02T21:39:59,low
3269,SA,Madinah,fashion,2024-10-29T15:53:16,high
3270,SA,Khobar,electronics,2026-01-05T01:29:18,medium
3271,AE,Abu Dhabi,grocery,2025-12-15T14:31:12,low
3272,AE,Sharjah,grocery,2025-01-15T03:59:51,low
3273,SA,Makkah,sports,2026-01-12T05:26:50,medium
3274,SA,Jeddah,books,2025-01-20T11:56:05,medium
3275,SA,Makkah,electronics,2024-10-21T10:17:52,low
3276,SA,Jeddah,beauty,2024-03-30T07:38:01,low
3277,SA,Dammam,fashion,2026-02-19T01:18:13,low
3278,SA,Madinah,grocery,2024-08-03T19:42:59,low
3279,SA,Madinah,beauty,2025-12-14T03:10:58,low
3280,KW,Kuwait City,grocery,2024-01-27T20:26:41,low
3281,AE,Abu Dhabi,electronics,2024-05-04T00:07:55,low
3282,SA,Jeddah,grocery,2024-06-15T22:47:51,low
3283,SA,Madinah,sports,2024-09-16T07:19:36,low
3284,QA,Doha,grocery,2024-04-13T23:56:37,low
3285,EG,Giza,home,2025-10-05T09:40:35,medium
3286,SA,Madinah,books,2025-01-03T11:20:52,high
3287,AE,Abu Dhabi,electronics,2024-10-06T14:15:51,low
3288,SA,Khobar,books,2024-12-19T21:10:04,low
3289,KW,Kuwait City,electronics,2025-08-15T01:00:27,medium
3290,SA,Riyadh,grocery,2024-08-06T07:25:05,low
3291,SA,Khobar,fashion,2024-03-17T17:58:11,low
3292,QA,Doha,books,2024-09-16T04:54:32,low
3293,SA,Tabuk,grocery,2025-04-29T15:48:06,low
3294,SA,Tabuk,home,2025-01-10T18:01:49,low
3295,AE,Dubai,electronics,2026-01-07T09:33:51,medium
3296,AE,Abu Dhabi,home,2026-02-06T06:00:09,low
3297,EG,Giza,pharmacy,2024-09-08T12:46:47,low
3298,SA,Madinah,fashion,2024-09-19T04:17:36,low
3299,EG,Alexandria,electronics,2024-08-01T16:58:55,medium
3300,EG,Giza,electronics,2025-04-11T08:49:28,low
3301,SA,Jeddah,fashion,2024-10-14T10:02:32,low
3302,AE,Sharjah,fashion,2024-10-26T04:00:50,low
3303,AE,Ajman,pharmacy,2025-10-28T13:21:54,low
3304,SA,Jeddah,pharmacy,2024-10-13T09:29:56,high
3305,SA,Khobar,beauty,2026-01-11T09:08:20,low
3306,SA,Makkah,fashion,2024-03-16T10:00:01,low
3307,SA,Dammam,electronics,2024-05-27T12:01:42,low
3308,SA,Riyadh,electronics,2025-07-15T11:25:30,low
3309,SA,Dammam,fashion,2025-06-09T04:29:32,high
3310,SA,Tabuk,books,2024-09-01T11:46:48,low
3311,AE,Abu Dhabi,electronics,2025-04-09T22:05:37,low
3312,SA,Makkah,electronics,2024-06-29T08:07:06,medium
3313,KW,Kuwait City,grocery,2024-07-25T16:07:59,low
3314,EG,Giza,home,2025-08-14T18:01:55,low
3315,SA,Riyadh,pharmacy,2024-10-15T06:15:34,low
3316,EG,Alexandria,sports,2025-03-16T00:28:04,low
3317,AE,Dubai,fashion,2024-11-04T15:20:39,low
3318,SA,Riyadh,grocery,2024-12-07T00:01:21,low
3319,SA,Makkah,home,2026-02-18T02:12:38,low
3320,SA,Makkah,grocery,2024-06-19T12:51:50,medium
3321,SA,Dammam,fashion,2025-11-02T11:36:06,high
3322,SA,Jeddah,grocery,2025-07-06T01:48:52,low
3323,EG,Giza,sports,2025-10-19T03:08:33,low
3324,OM,Muscat,grocery,2024-06-05T07:57:02,low
3325,KW,Kuwait City,books,2024-04-01T10:36:55,low
3326,SA,Khobar,sports,2025-09-08T23:36:35,high
3327,BH,Manama,home,2025-08-24T16:22:03,medium
3328,SA,Riyadh,pharmacy,2024-04-02T07:40:13,medium
3329,SA,Khobar,electronics,2024-04-13T00:42:19,low
3330,SA,Tabuk,grocery,2025-09-07T18:50:14,low
3331,SA,Dammam,sports,2024-04-05T20:31:03,low
3332,EG,Cairo,electronics,2024-10-23T18:48:12,low
3333,KW,Kuwait City,grocery,2024-04-25T06:35:32,medium
3334,AE,Dubai,fashion,2024-07-17T19:29:01,low
3335,SA,Dammam,fashion,2024-04-11T18:15:47,low
3336,SA,Jeddah,home,2024-03-09T09:52:04,low
3337,SA,Dammam,grocery,2025-07-04T01:25:34,low
3338,KW,Kuwait City,fashion,2024-01-09T01:12:15,low
3339,SA,Jeddah,electronics,2024-02-25T12:32:55,low
3340,SA,Dammam,grocery,2024-07-10T21:37:08,low
3341,SA,Jeddah,grocery,2025-08-08T14:38:54,medium
3342,AE,Sharjah,home,2025-12-15T07:42:18,low
3343,SA,Makkah,home,2025-03-01T23:49:56,high
3344,SA,Jeddah,home,2024-05-12T20:40:22,low
3345,SA,Jeddah,home,2024-01-23T12:17:01,medium
3346,SA,Jeddah,fashion,2025-04-24T04:14:59,medium
3347,EG,Alexandria,grocery,2026-02-08T23:37:02,medium
3348,SA,Tabuk,beauty,2025-11-19T10:00:05,low
3349,AE,Abu Dhabi,grocery,2024-03-03T09:04:01,low
3350,SA,Madinah,beauty,2024-06-22T03:04:16,low
3351,SA,Khobar,pharmacy,2025-03-19T06:54:20,medium
3352,SA,Dammam,electronics,2025-11-13T19:47:30,low
3353,AE,Sharjah,fashion,2024-10-06T01:00:28,medium
3354,SA,Dammam,grocery,2025-07-17T10:35:21,medium
3355,SA,Tabuk,fashion,2025-02-16T00:48:16,low
3356,SA,Dammam,grocery,2025-11-19T14:21:38,medium
3357,BH,Manama,electronics,2025-03-18T17:29:55,low
3358,KW,Kuwait City,electronics,2025-06-04T11:59:23,low
3359,SA,Khobar,home,2024-09-18T06:44:56,low
3360,SA,Madinah,sports,2025-03-31T13:29:03,low
3361,EG,Alexandria,fashion,2025-04-01T19:11:05,medium
3362,SA,Madinah,beauty,2024-07-08T11:55:42,medium
3363,SA,Tabuk,grocery,2024-04-13T01:26:45,medium
3364,SA,Makkah,electronics,2025-11-02T08:02:08,low
3365,SA,Dammam,electronics,2026-01-27T08:02:58,low
3366,SA,Makkah,fashion,2025-04-15T02:31:18,medium
3367,SA,Makkah,books,2024-02-02T16:12:07,medium
3368,SA,Madinah,fashion,2025-02-12T22:42:07,low
3369,SA,Jeddah,grocery,2025-12-01T12:56:45,low
3370,SA,Makkah,home,2024-11-22T02:24:29,medium
3371,SA,Tabuk,sports,2026-01-09T04:20:48,medium
3372,SA,Riyadh,home,2025-12-27T11:19:07,low
3373,SA,Khobar,sports,2024-07-13T04:09:23,medium
3374,KW,Kuwait City,beauty,2025-07-04T14:23:57,low
3375,EG,Giza,pharmacy,2025-11-12T07:16:29,low
3376,SA,Makkah,grocery,2024-05-21T21:30:12,medium
3377,SA,Jeddah,electronics,2025-01-12T02:52:43,medium
3378,SA,Riyadh,grocery,2025-06-04T05:30:11,low
3379,AE,Dubai,electronics,2024-05-18T07:06:28,low
3380,SA,Khobar,books,2025-12-24T06:30:15,low
3381,SA,Dammam,electronics,2025-11-14T10:44:47,low
3382,AE,Dubai,fashion,2026-01-20T01:17:53,medium
3383,QA,Doha,grocery,2026-01-10T13:03:06,low
3384,KW,Kuwait City,electronics,2025-08-06T22:50:36,high
3385,SA,Tabuk,electronics,2024-03-08T08:22:30,medium
3386,SA,Dammam,fashion,2024-09-20T01:43:44,low
3387,SA,Jeddah,fashion,2024-12-18T00:44:37,low
3388,SA,Makkah,home,2025-02-07T09:18:30,low
3389,SA,Dammam,electronics,2024-10-14T14:23:59,low
3390,BH,Manama,electronics,2025-07-22T15:06:08,medium
3391,SA,Madinah,beauty,2025-10-05T14:01:49,low
3392,SA,Tabuk,pharmacy,2025-12-01T00:06:18,low
3393,AE,Dubai,grocery,2024-12-18T02:23:44,low
3394,OM,Muscat,sports,2025-09-11T13:13:10,medium
3395,SA,Tabuk,home,2025-05-25T21:38:22,low
3396,SA,Makkah,electronics,2025-01-25T03:55:53,low
3397,SA,Khobar,grocery,2025-12-22T05:10:37,low
3398,EG,Cairo,grocery,2024-12-01T05:14:50,low
3399,EG,Giza,grocery,2024-11-02T02:17:35,low
3400,SA,Khobar,electronics,2025-12-01T16:14:15,medium
3401,SA,Makkah,fashion,2025-01-04T05:31:01,low
3402,KW,Kuwait City,pharmacy,2024-05-20T20:24:02,low
3403,QA,Doha,grocery,2025-12-18T02:06:10,high
3404,QA,Doha,beauty,2024-12-29T14:18:30,low
3405,SA,Madinah,beauty,2025-03-25T16:14:56,medium
3406,EG,Giza,sports,2024-03-22T15:09:50,medium
3407,SA,Madinah,home,2024-02-06T19:54:39,low
3408,SA,Madinah,grocery,2025-05-06T22:06:26,low
3409,EG,Giza,home,2024-12-04T10:11:28,medium
3410,EG,Alexandria,electronics,2025-03-10T16:58:42,low
3411,SA,Riyadh,grocery,2025-02-20T22:47:31,low
3412,SA,Jeddah,beauty,2025-10-08T11:28:58,low
3413,SA,Riyadh,home,2024-07-15T18:15:23,low
3414,SA,Makkah,grocery,2024-03-16T04:01:00,low
3415,SA,Madinah,beauty,2025-10-03T18:19:49,low
3416,SA,Khobar,home,2025-12-20T20:09:20,low
3417,SA,Makkah,electronics,2024-11-30T13:22:39,low
3418,SA,Dammam,home,2025-12-08T20:52:23,low
3419,SA,Dammam,books,2024-06-07T17:30:33,low
3420,KW,Kuwait City,grocery,2025-09-15T16:03:54,medium
3421,AE,Dubai,home,2024-08-17T05:04:28,low
3422,AE,Dubai,books,2024-10-10T18:04:00,low
3423,SA,Khobar,beauty,2024-12-02T13:36:21,low
3424,SA,Khobar,sports,2025-07-15T20:45:34,low
3425,SA,Khobar,beauty,2025-04-20T13:05:36,low
3426,SA,Jeddah,grocery,2024-06-03T23:31:48,low
3427,SA,Madinah,beauty,2025-07-23T02:04:20,low
3428,KW,Kuwait City,fashion,2024-11-22T01:32:13,low
3429,SA,Jeddah,beauty,2025-12-17T04:18:39,low
3430,SA,Dammam,grocery,2025-11-15T21:36:24,low
3431,EG,Giza,home,2025-04-26T06:03:56,low
3432,OM,Muscat,electronics,2025-01-19T23:10:36,low
3433,SA,Makkah,fashion,2024-02-05T00:26:11,low
3434,SA,Makkah,sports,2024-10-05T19:03:06,low
3435,SA,Makkah,grocery,2025-09-20T09:16:37,low
3436,SA,Tabuk,books,2024-01-22T06:35:20,high
3437,AE,Sharjah,beauty,2025-11-10T01:15:15,medium
3438,SA,Riyadh,fashion,2024-06-14T03:06:29,low
3439,AE,Sharjah,sports,2025-03-17T08:15:06,low
3440,QA,Doha,electronics,2025-02-14T20:34:08,medium
3441,KW,Kuwait City,pharmacy,2025-07-28T02:39:07,low
3442,EG,Cairo,grocery,2024-10-23T10:31:01,high
3443,KW,Kuwait City,beauty,2025-11-02T04:02:12,low
3444,SA,Dammam,fashion,2025-03-25T04:20:48,low
3445,SA,Khobar,pharmacy,2024-01-27T07:42:24,low
3446,SA,Makkah,home,2026-01-29T16:45:12,high
3447,AE,Abu Dhabi,electronics,2024-06-04T05:01:19,low
3448,SA,Jeddah,home,2024-07-04T20:29:12,low
3449,KW,Kuwait City,fashion,2024-06-16T15:15:37,low
3450,SA,Khobar,beauty,2026-01-18T04:09:17,low
3451,AE,Sharjah,fashion,2025-02-08T19:01:42,medium
3452,QA,Doha,grocery,2025-12-02T07:20:31,high
3453,KW,Kuwait City,fashion,2025-11-20T18:01:58,low
3454,SA,Khobar,grocery,2025-12-07T22:26:25,low
3455,SA,Makkah,home,2024-01-25T06:30:20,low
3456,EG,Giza,pharmacy,2025-07-30T06:08:05,low
3457,QA,Doha,sports,2024-12-18T11:31:31,low
3458,SA,Makkah,fashion,2025-08-22T17:02:19,low
3459,AE,Abu Dhabi,home,2025-09-01T06:45:42,high
3460,BH,Manama,electronics,2024-02-28T14:11:00,low
3461,SA,Dammam,pharmacy,2025-07-22T19:56:13,low
3462,SA,Madinah,fashion,2025-02-13T05:15:15,low
3463,SA,Makkah,grocery,2024-11-19T10:17:39,low
3464,SA,Dammam,books,2025-07-20T17:06:29,low
3465,SA,Makkah,sports,2026-01-25T19:35:48,medium
3466,SA,Dammam,home,2025-07-25T20:24:41,low
3467,SA,Dammam,grocery,2024-09-12T11:42:57,medium
3468,EG,Cairo,electronics,2024-08-06T06:55:10,low
3469,AE,Dubai,pharmacy,2024-04-07T02:16:43,medium
3470,OM,Muscat,home,2025-01-11T22:09:47,low
3471,SA,Makkah,books,2025-02-23T09:38:46,medium
3472,SA,Makkah,home,2026-02-22T18:57:18,low
3473,SA,Riyadh,electronics,2024-07-23T04:13:40,low
3474,BH,Manama,grocery,2025-08-13T01:18:06,low
3475,SA,Tabuk,grocery,2024-02-17T07:31:24,high
3476,SA,Makkah,home,2024-03-05T17:49:50,low
3477,SA,Jeddah,fashion,2025-10-01T17:16:25,medium
3478,AE,Dubai,home,2025-01-14T09:52:56,high
3479,SA,Riyadh,grocery,2024-01-20T16:50:37,high
3480,EG,Giza,grocery,2024-01-07T10:44:25,low
3481,AE,Sharjah,beauty,2025-07-27T02:19:00,low
3482,AE,Sharjah,pharmacy,2025-08-27T05:36:06,medium
3483,SA,Dammam,fashion,2024-04-06T01:31:35,low
3484,AE,Abu Dhabi,sports,2024-05-29T06:26:41,low
3485,AE,Ajman,electronics,2024-08-25T00:12:06,low
3486,EG,Giza,pharmacy,2024-06-09T19:44:13,medium
3487,SA,Khobar,home,2025-01-13T03:46:20,high
3488,SA,Madinah,electronics,2026-02-20T23:59:44,low
3489,SA,Tabuk,fashion,2024-12-10T03:24:54,low
3490,AE,Abu Dhabi,fashion,2024-07-12T23:34:05,medium
3491,AE,Dubai,fashion,2025-01-08T04:40:01,low
3492,QA,Doha,grocery,2025-03-02T05:19:56,low
3493,SA,Tabuk,grocery,2024-04-18T20:00:26,high
3494,SA,Dammam,home,2024-10-24T00:20:38,low
3495,QA,Doha,fashion,2026-01-29T02:17:14,low
3496,SA,Tabuk,grocery,2025-06-08T10:25:17,low
3497,KW,Kuwait City,grocery,2025-10-26T09:43:55,high
3498,AE,Dubai,beauty,2024-03-28T16:53:51,medium
3499,SA,Dammam,fashion,2025-11-22T02:54:30,low
3500,SA,Madinah,grocery,2024-01-22T08:15:41,high
3501,SA,Jeddah,grocery,2024-11-14T15:26:19,low
3502,EG,Giza,beauty,2025-09-01T11:21:26,medium
3503,AE,Ajman,beauty,2025-04-08T04:00:50,low
3504,AE,Sharjah,fashion,2025-07-30T17:30:31,low
3505,SA,Riyadh,electronics,2025-03-27T05:13:20,medium
3506,SA,Makkah,fashion,2026-02-02T02:41:38,low
3507,AE,Sharjah,home,2024-06-27T17:03:40,medium
3508,BH,Manama,pharmacy,2024-03-27T08:33:15,low
3509,SA,Jeddah,electronics,2026-02-07T14:08:48,medium
3510,AE,Dubai,beauty,2025-06-02T06:23:10,low
3511,SA,Jeddah,grocery,2024-04-06T13:44:24,high
3512,SA,Madinah,home,2025-08-08T08:52:16,medium
3513,AE,Sharjah,sports,2024-11-26T20:09:18,low
3514,SA,Khobar,beauty,2024-04-19T19:40:56,low
3515,KW,Kuwait City,beauty,2024-11-14T09:05:05,low
3516,SA,Riyadh,grocery,2024-04-10T17:45:46,low
3517,SA,Madinah,beauty,2025-04-30T08:48:57,low
3518,SA,Jeddah,grocery,2024-07-05T20:18:42,low
3519,SA,Riyadh,beauty,2024-03-12T15:31:12,low
3520,SA,Khobar,electronics,2024-06-24T06:56:11,low
3521,SA,Dammam,electronics,2025-02-22T19:27:15,low
3522,SA,Tabuk,grocery,2025-12-13T03:26:51,low
3523,SA,Khobar,books,2025-10-09T02:34:38,medium
3524,SA,Makkah,fashion,2024-10-05T05:36:48,low
3525,SA,Makkah,fashion,2024-12-29T08:30:20,medium
3526,SA,Dammam,home,2025-11-27T12:07:41,low
3527,SA,Makkah,sports,2025-10-28T09:39:48,low
3528,SA,Khobar,electronics,2024-05-20T11:26:37,low
3529,AE,Sharjah,electronics,2025-07-16T01:03:09,low
3530,SA,Makkah,grocery,2025-02-02T05:48:12,low
3531,SA,Makkah,electronics,2024-05-21T09:18:32,medium
3532,QA,Doha,electronics,2025-08-27T22:09:58,medium
3533,SA,Madinah,fashion,2025-07-21T19:59:44,low
3534,AE,Dubai,grocery,2024-01-10T16:20:01,low
3535,SA,Madinah,beauty,2026-02-26T11:04:51,low
3536,AE,Ajman,grocery,2025-08-22T19:42:51,low
3537,OM,Muscat,fashion,2024-01-18T21:08:33,low
3538,AE,Dubai,grocery,2025-05-12T03:32:31,low
3539,EG,Giza,grocery,2025-11-02T03:11:51,medium
3540,QA,Doha,home,2024-10-13T10:23:05,medium
3541,SA,Khobar,books,2024-04-28T20:18:13,low
3542,SA,Madinah,grocery,2025-11-14T10:00:40,low
3543,SA,Tabuk,home,2025-09-19T19:49:59,low
3544,SA,Makkah,beauty,2025-09-23T00:22:56,low
3545,SA,Dammam,fashion,2024-05-10T18:31:49,low
3546,AE,Ajman,fashion,2025-10-19T22:55:58,medium
3547,SA,Riyadh,electronics,2024-04-23T04:44:15,medium
3548,SA,Riyadh,grocery,2025-04-05T06:55:32,low
3549,AE,Ajman,grocery,2024-04-25T02:34:24,low
3550,SA,Dammam,books,2025-11-09T13:33:42,medium
3551,SA,Jeddah,pharmacy,2025-01-03T20:05:42,medium
3552,OM,Muscat,fashion,2024-12-25T02:07:57,medium
3553,AE,Ajman,fashion,2025-06-10T22:25:05,low
3554,SA,Jeddah,beauty,2024-08-16T18:13:17,low
3555,SA,Makkah,home,2025-03-09T19:16:28,low
3556,SA,Jeddah,fashion,2024-08-11T10:38:30,high
3557,AE,Sharjah,electronics,2024-11-17T11:46:22,low
3558,SA,Dammam,beauty,2024-09-18T10:32:32,low
3559,SA,Jeddah,grocery,2025-09-05T20:57:34,low
3560,SA,Jeddah,grocery,2024-01-16T00:12:38,low
3561,SA,Madinah,electronics,2024-01-28T15:28:14,high
3562,SA,Tabuk,books,2024-08-08T23:57:11,medium
3563,SA,Makkah,fashion,2024-09-18T03:18:43,low
3564,SA,Makkah,pharmacy,2026-02-23T14:24:39,low
3565,KW,Kuwait City,pharmacy,2024-03-18T04:09:28,low
3566,SA,Dammam,beauty,2025-07-03T21:30:15,low
3567,SA,Jeddah,beauty,2024-12-30T10:18:45,medium
3568,AE,Sharjah,grocery,2025-07-15T22:20:10,low
3569,SA,Madinah,pharmacy,2024-06-25T02:58:51,low
3570,SA,Makkah,beauty,2025-06-21T18:23:31,low
3571,SA,Makkah,electronics,2025-09-23T20:33:31,medium
3572,SA,Tabuk,fashion,2025-05-03T18:05:00,low
3573,SA,Jeddah,grocery,2024-10-12T05:34:07,medium
3574,SA,Makkah,books,2024-11-07T17:58:47,low
3575,AE,Dubai,fashion,2025-02-05T04:38:06,low
3576,BH,Manama,pharmacy,2025-06-27T15:36:29,low
3577,EG,Cairo,grocery,2024-05-25T09:20:26,low
3578,SA,Jeddah,fashion,2025-10-24T18:39:37,medium
3579,SA,Tabuk,fashion,2024-12-04T07:52:02,low
3580,SA,Jeddah,beauty,2025-04-16T18:32:01,medium
3581,EG,Cairo,grocery,2024-07-25T03:07:56,medium
3582,SA,Jeddah,pharmacy,2025-01-09T22:27:05,low
3583,SA,Madinah,grocery,2025-03-15T15:56:58,low
3584,SA,Tabuk,fashion,2024-08-31T12:47:05,medium
3585,SA,Madinah,home,2024-09-25T04:43:33,medium
3586,SA,Khobar,fashion,2025-06-23T14:43:04,low
3587,SA,Khobar,pharmacy,2024-03-21T14:06:10,low
3588,KW,Kuwait City,home,2024-04-22T20:11:46,medium
3589,SA,Makkah,home,2024-11-27T08:12:34,low
3590,AE,Sharjah,home,2024-08-17T15:43:08,low
3591,SA,Dammam,grocery,2025-03-15T03:10:16,low
3592,SA,Riyadh,sports,2024-07-28T13:49:55,low
3593,SA,Madinah,fashion,2026-02-23T13:04:46,medium
3594,SA,Madinah,grocery,2024-10-13T06:16:39,low
3595,SA,Madinah,grocery,2024-09-21T03:31:36,low
3596,SA,Madinah,home,2026-02-08T12:52:16,low
3597,SA,Riyadh,grocery,2025-09-29T14:42:43,low
3598,SA,Madinah,sports,2025-10-16T10:24:01,low
3599,SA,Makkah,grocery,2025-06-28T16:19:39,low
3600,QA,Doha,grocery,2025-05-10T23:40:07,low
3601,AE,Dubai,home,2024-09-09T12:20:42,medium
3602,SA,Madinah,home,2025-01-10T00:01:05,low
3603,SA,Riyadh,home,2024-11-14T21:32:21,medium
3604,SA,Madinah,electronics,2024-12-08T11:58:27,low
3605,EG,Alexandria,grocery,2025-12-03T17:58:00,low
3606,AE,Abu Dhabi,grocery,2024-04-04T14:15:26,low
3607,SA,Khobar,books,2025-08-20T07:19:34,high
3608,SA,Jeddah,fashion,2024-07-19T08:27:08,low
3609,SA,Jeddah,electronics,2025-05-20T18:50:24,medium
3610,SA,Makkah,fashion,2024-11-14T12:57:34,low
